model	gen	abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
HRG	1	0.0112143	0.0134229	0.0090056	0.0112143	0.0134229	0.0090056
HRG	2	0.0190714	0.0222916	0.0158512	0.0128571	0.0159399	0.0097744
HRG	3	0.0266429	0.0294784	0.0238073	0.0115714	0.0142962	0.0088467
HRG	4	0.0310000	0.0339605	0.0280395	0.0082857	0.0101362	0.0064352
HRG	5	0.0344286	0.0372756	0.0315816	0.0070714	0.0089225	0.0052203
HRG	6	0.0385000	0.0412534	0.0357466	0.0075714	0.0093430	0.0057998
HRG	7	0.0406429	0.0438189	0.0374668	0.0080000	0.0099835	0.0060165
HRG	8	0.0453571	0.0489980	0.0417163	0.0067857	0.0087338	0.0048377
HRG	9	0.0459286	0.0489977	0.0428595	0.0069286	0.0088125	0.0050446
HRG	10	0.0463571	0.0498097	0.0429045	0.0077143	0.0105136	0.0049150
HRG	11	0.0502143	0.0550686	0.0453599	0.0095000	0.0142280	0.0047720
HRG	12	0.0498571	0.0540192	0.0456951	0.0089286	0.0118012	0.0060559
HRG	13	0.0503571	0.0542167	0.0464976	0.0076429	0.0102448	0.0050409
HRG	14	0.0510000	0.0549975	0.0470025	0.0066429	0.0090343	0.0042514
HRG	15	0.0489286	0.0527935	0.0450636	0.0071429	0.0091832	0.0051025
HRG	16	0.0489286	0.0530769	0.0447802	0.0072857	0.0094651	0.0051063
HRG	17	0.0512857	0.0551859	0.0473855	0.0059286	0.0078148	0.0040424
HRG	18	0.0483571	0.0516903	0.0450240	0.0043571	0.0058681	0.0028462
HRG	19	0.0480714	0.0514046	0.0447383	0.0068571	0.0088958	0.0048185
HRG	20	0.0475714	0.0506571	0.0444857	0.0049286	0.0064478	0.0034093
