model	gen	abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
Erdos-Renyi	1	0.0864286	0.0879354	0.0849217	0.0864286	0.0879354	0.0849217
Erdos-Renyi	2	0.0877143	0.0896828	0.0857457	0.0021429	0.0026854	0.0016003
Erdos-Renyi	3	0.0887857	0.0912379	0.0863335	0.0020714	0.0027228	0.0014201
Erdos-Renyi	4	0.0899286	0.0930160	0.0868412	0.0028571	0.0038190	0.0018953
Erdos-Renyi	5	0.0922143	0.0956252	0.0888033	0.0035000	0.0045751	0.0024249
Erdos-Renyi	6	0.0922143	0.0962257	0.0882028	0.0027143	0.0033806	0.0020479
Erdos-Renyi	7	0.0966429	0.1011374	0.0921483	0.0037857	0.0051211	0.0024503
Erdos-Renyi	8	0.0948571	0.0997406	0.0899736	0.0032143	0.0040903	0.0023383
Erdos-Renyi	9	0.0970000	0.1015731	0.0924269	0.0025714	0.0035557	0.0015871
Erdos-Renyi	10	0.0945714	0.0988248	0.0903181	0.0033571	0.0045600	0.0021543
Erdos-Renyi	11	0.0960714	0.1005885	0.0915543	0.0027143	0.0034410	0.0019876
Erdos-Renyi	12	0.0947857	0.0992370	0.0903344	0.0027857	0.0036863	0.0018851
Erdos-Renyi	13	0.0963571	0.1009263	0.0917880	0.0033571	0.0043493	0.0023650
Erdos-Renyi	14	0.0977143	0.1019105	0.0935180	0.0040714	0.0052133	0.0029295
Erdos-Renyi	15	0.0975714	0.1019716	0.0931713	0.0025000	0.0033008	0.0016992
Erdos-Renyi	16	0.0937857	0.0982256	0.0893458	0.0032857	0.0044059	0.0021656
Erdos-Renyi	17	0.0957857	0.1002862	0.0912852	0.0040000	0.0053232	0.0026768
Erdos-Renyi	18	0.0958571	0.1006239	0.0910904	0.0028571	0.0038824	0.0018318
Erdos-Renyi	19	0.0967857	0.1018720	0.0916994	0.0023571	0.0031136	0.0016006
Erdos-Renyi	20	0.0963571	0.1010038	0.0917104	0.0025714	0.0033927	0.0017502
