model	gen	abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
CNRG	1	0.0170554	0.0176928	0.0164180	0.0170554	0.0176928	0.0164180
CNRG	2	0.0178571	0.0178571	0.0178571	0.0008017	0.0014391	0.0001644
CNRG	3	0.0179300	0.0180766	0.0177835	0.0000729	0.0002194	-0.0000737
CNRG	4	0.0287901	0.0303060	0.0272742	0.0054665	0.0061642	0.0047688
CNRG	5	0.0346939	0.0351621	0.0342257	0.0041545	0.0048281	0.0034810
CNRG	6	0.0358601	0.0361532	0.0355670	0.0010933	0.0015710	0.0006156
CNRG	7	0.0397959	0.0408218	0.0387701	0.0019679	0.0024835	0.0014524
CNRG	8	0.0450437	0.0466767	0.0434107	0.0023324	0.0029447	0.0017200
CNRG	9	0.0615160	0.0634268	0.0596053	0.0053207	0.0061076	0.0045338
CNRG	10	0.0680758	0.0691103	0.0670413	0.0029155	0.0036309	0.0022000
CNRG	11	0.0714286	0.0714286	0.0714286	0.0016764	0.0021936	0.0011591
CNRG	12	0.0714286	0.0714286	0.0714286	0.0000000	0.0000000	0.0000000
CNRG	13	0.0716472	0.0720869	0.0712076	0.0000729	0.0002194	-0.0000737
CNRG	14	0.0720845	0.0728300	0.0713391	0.0002915	0.0005753	0.0000078
CNRG	15	0.0736152	0.0748683	0.0723620	0.0008017	0.0012342	0.0003693
CNRG	16	0.0733965	0.0746005	0.0721925	0.0008017	0.0012342	0.0003693
CNRG	17	0.0746356	0.0761346	0.0731366	0.0009475	0.0014051	0.0004899
CNRG	18	0.0749271	0.0765956	0.0732586	0.0007289	0.0011466	0.0003111
CNRG	19	0.0748542	0.0763781	0.0733304	0.0012391	0.0017324	0.0007457
CNRG	20	0.0765306	0.0784035	0.0746577	0.0009475	0.0014051	0.0004899
