model	gen	abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
SBM	1	0.0357143	0.0357143	0.0357143	0.0357143	0.0357143	0.0357143
SBM	2	0.0368805	0.0376466	0.0361143	0.0005831	0.0009662	0.0002000
SBM	3	0.0377551	0.0386916	0.0368186	0.0007289	0.0011466	0.0003111
SBM	4	0.0383382	0.0393375	0.0373389	0.0002915	0.0005753	0.0000078
SBM	5	0.0393586	0.0403948	0.0383224	0.0006560	0.0010573	0.0002546
SBM	6	0.0399417	0.0409605	0.0389229	0.0005831	0.0009662	0.0002000
SBM	7	0.0395044	0.0405389	0.0384699	0.0003644	0.0006782	0.0000507
SBM	8	0.0396501	0.0406812	0.0386191	0.0003644	0.0006782	0.0000507
SBM	9	0.0401603	0.0411975	0.0391232	0.0003644	0.0006782	0.0000507
SBM	10	0.0408163	0.0423693	0.0392634	0.0004373	0.0007771	0.0000976
SBM	11	0.0416181	0.0435549	0.0396813	0.0004373	0.0007771	0.0000976
SBM	12	0.0423469	0.0444926	0.0402013	0.0003644	0.0006782	0.0000507
SBM	13	0.0435131	0.0461005	0.0409258	0.0005831	0.0009662	0.0002000
SBM	14	0.0438776	0.0467410	0.0410141	0.0008017	0.0012822	0.0003213
SBM	15	0.0437318	0.0464902	0.0409734	0.0005102	0.0010231	-0.0000027
SBM	16	0.0447522	0.0475388	0.0419655	0.0008017	0.0012342	0.0003693
SBM	17	0.0464286	0.0496522	0.0432049	0.0008746	0.0014862	0.0002630
SBM	18	0.0491254	0.0527554	0.0454953	0.0011662	0.0019876	0.0003448
SBM	19	0.0514577	0.0550354	0.0478800	0.0016764	0.0025166	0.0008361
SBM	20	0.0516035	0.0552728	0.0479342	0.0014577	0.0023441	0.0005713
