model	gen	abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
Chung-Lu	1	0.1155405	0.1227534	0.1083276	0.1155405	0.1227534	0.1083276
Chung-Lu	2	0.1156199	0.1245604	0.1066793	0.0070280	0.0098427	0.0042134
Chung-Lu	3	0.1080203	0.1153792	0.1006615	0.0090932	0.0124530	0.0057335
Chung-Lu	4	0.1021303	0.1074315	0.0968292	0.0050593	0.0070345	0.0030842
Chung-Lu	5	0.1084501	0.1155974	0.1013028	0.0055690	0.0080879	0.0030501
Chung-Lu	6	0.1089872	0.1161076	0.1018668	0.0062584	0.0089302	0.0035865
Chung-Lu	7	0.1164264	0.1245824	0.1082704	0.0099943	0.0140543	0.0059343
Chung-Lu	8	0.1151730	0.1229734	0.1073727	0.0094635	0.0129932	0.0059338
Chung-Lu	9	0.1154860	0.1237801	0.1071918	0.0082296	0.0113927	0.0050665
Chung-Lu	10	0.1149470	0.1235810	0.1063131	0.0115503	0.0157857	0.0073149
Chung-Lu	11	0.1200775	0.1297670	0.1103879	0.0114326	0.0152444	0.0076208
Chung-Lu	12	0.1104272	0.1172148	0.1036396	0.0098247	0.0136925	0.0059569
Chung-Lu	13	0.1131644	0.1210970	0.1052317	0.0080329	0.0107428	0.0053231
Chung-Lu	14	0.1174991	0.1273658	0.1076325	0.0107768	0.0147089	0.0068448
Chung-Lu	15	0.1157367	0.1239595	0.1075138	0.0121802	0.0169235	0.0074369
Chung-Lu	16	0.1158892	0.1238203	0.1079582	0.0096794	0.0135236	0.0058352
Chung-Lu	17	0.1098825	0.1174123	0.1023527	0.0074611	0.0104469	0.0044753
Chung-Lu	18	0.1076000	0.1144520	0.1007480	0.0086472	0.0121888	0.0051055
Chung-Lu	19	0.1134524	0.1214566	0.1054481	0.0079218	0.0107262	0.0051174
Chung-Lu	20	0.1149940	0.1231861	0.1068018	0.0103375	0.0137018	0.0069733
