model	gen	abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
CNRG	1	0.0002187	0.0004671	-0.0000298	0.0002187	0.0004671	-0.0000298
CNRG	2	0.0098397	0.0102854	0.0093939	0.0096210	0.0100987	0.0091433
CNRG	3	0.0183673	0.0195702	0.0171644	0.0084548	0.0094523	0.0074573
CNRG	4	0.0354956	0.0365301	0.0344611	0.0119534	0.0130525	0.0108542
CNRG	5	0.0395044	0.0399440	0.0390647	0.0019679	0.0024835	0.0014524
CNRG	6	0.0484694	0.0495574	0.0473813	0.0029883	0.0033714	0.0026053
CNRG	7	0.0508746	0.0518686	0.0498807	0.0007289	0.0011466	0.0003111
CNRG	8	0.0599125	0.0618233	0.0580018	0.0022595	0.0027591	0.0017598
CNRG	9	0.0658163	0.0669044	0.0647283	0.0016035	0.0021599	0.0010471
CNRG	10	0.0730321	0.0749859	0.0710783	0.0022595	0.0027591	0.0017598
CNRG	11	0.0830904	0.0862017	0.0799790	0.0021137	0.0026231	0.0016043
CNRG	12	0.0942420	0.0961244	0.0923595	0.0018950	0.0024123	0.0013778
CNRG	13	0.0964286	0.0964286	0.0964286	0.0003644	0.0006782	0.0000507
CNRG	14	0.0964286	0.0964286	0.0964286	0.0000000	0.0000000	0.0000000
CNRG	15	0.0964286	0.0964286	0.0964286	0.0000000	0.0000000	0.0000000
CNRG	16	0.0970845	0.0978300	0.0963391	0.0002187	0.0004671	-0.0000298
CNRG	17	0.0992711	0.1006439	0.0978984	0.0007289	0.0011466	0.0003111
CNRG	18	0.1012391	0.1027856	0.0996925	0.0009475	0.0014051	0.0004899
CNRG	19	0.1021137	0.1036655	0.1005619	0.0008746	0.0013203	0.0004289
CNRG	20	0.1025510	0.1040898	0.1010123	0.0004373	0.0007771	0.0000976
