model	gen	abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
Chung-Lu	1	0.1159618	0.1232764	0.1086472	0.1159618	0.1232764	0.1086472
Chung-Lu	2	0.1163717	0.1253701	0.1073732	0.0070985	0.0099690	0.0042279
Chung-Lu	3	0.1082882	0.1157826	0.1007937	0.0092058	0.0126289	0.0057827
Chung-Lu	4	0.1014375	0.1066608	0.0962143	0.0049435	0.0069464	0.0029406
Chung-Lu	5	0.1090555	0.1162475	0.1018635	0.0052445	0.0077291	0.0027600
Chung-Lu	6	0.1092748	0.1165219	0.1020277	0.0063131	0.0090391	0.0035870
Chung-Lu	7	0.1162446	0.1245648	0.1079244	0.0101253	0.0142625	0.0059880
Chung-Lu	8	0.1149656	0.1229197	0.1070116	0.0096566	0.0132392	0.0060741
Chung-Lu	9	0.1159062	0.1243318	0.1074805	0.0083245	0.0115486	0.0051004
Chung-Lu	10	0.1147350	0.1235409	0.1059292	0.0117130	0.0160251	0.0074009
Chung-Lu	11	0.1205913	0.1304295	0.1107532	0.0115929	0.0154714	0.0077143
Chung-Lu	12	0.1101229	0.1170260	0.1032199	0.0099522	0.0138932	0.0060112
Chung-Lu	13	0.1134659	0.1215428	0.1053891	0.0081057	0.0108688	0.0053426
Chung-Lu	14	0.1173392	0.1274093	0.1072691	0.0109056	0.0149122	0.0068990
Chung-Lu	15	0.1161620	0.1245133	0.1078106	0.0123558	0.0171860	0.0075255
Chung-Lu	16	0.1143905	0.1218827	0.1068984	0.0090071	0.0126822	0.0053320
Chung-Lu	17	0.1093479	0.1169583	0.1017374	0.0072636	0.0102855	0.0042417
Chung-Lu	18	0.1070188	0.1139134	0.1001242	0.0088236	0.0124221	0.0052252
Chung-Lu	19	0.1119039	0.1194346	0.1043732	0.0077337	0.0105713	0.0048961
Chung-Lu	20	0.1154041	0.1237272	0.1070811	0.0096786	0.0128368	0.0065205
