model	gen	abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
Erdos-Renyi	1	0.0862974	0.0878124	0.0847824	0.0862974	0.0878124	0.0847824
Erdos-Renyi	2	0.0878280	0.0898246	0.0858314	0.0021137	0.0026645	0.0015629
Erdos-Renyi	3	0.0889213	0.0914099	0.0864327	0.0021137	0.0027732	0.0014542
Erdos-Renyi	4	0.0900875	0.0932233	0.0869516	0.0029155	0.0038903	0.0019406
Erdos-Renyi	5	0.0924198	0.0958773	0.0889623	0.0035714	0.0046595	0.0024834
Erdos-Renyi	6	0.0922012	0.0962974	0.0881049	0.0026968	0.0033763	0.0020173
Erdos-Renyi	7	0.0969388	0.1014881	0.0923895	0.0037901	0.0051537	0.0024265
Erdos-Renyi	8	0.0951166	0.1000749	0.0901583	0.0032799	0.0041642	0.0023955
Erdos-Renyi	9	0.0970845	0.1017512	0.0924179	0.0025510	0.0035553	0.0015468
Erdos-Renyi	10	0.0948251	0.0991371	0.0905130	0.0033528	0.0045811	0.0021245
Erdos-Renyi	11	0.0961370	0.1007478	0.0915263	0.0026968	0.0034380	0.0019556
Erdos-Renyi	12	0.0948251	0.0993698	0.0902803	0.0028426	0.0037548	0.0019303
Erdos-Renyi	13	0.0964286	0.1010921	0.0917651	0.0034257	0.0044290	0.0024223
Erdos-Renyi	14	0.0980321	0.1022672	0.0937970	0.0040816	0.0052475	0.0029158
Erdos-Renyi	15	0.0978863	0.1023328	0.0934398	0.0025510	0.0033620	0.0017400
Erdos-Renyi	16	0.0940233	0.0985309	0.0895157	0.0033528	0.0044883	0.0022172
Erdos-Renyi	17	0.0958455	0.1004396	0.0912514	0.0040087	0.0053598	0.0026576
Erdos-Renyi	18	0.0959184	0.1007843	0.0910524	0.0029155	0.0039556	0.0018753
Erdos-Renyi	19	0.0968659	0.1020572	0.0916746	0.0024052	0.0031714	0.0016391
Erdos-Renyi	20	0.0964286	0.1011713	0.0916858	0.0026239	0.0034556	0.0017922
