model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
GCN_VAE	1	0.7221200	0.7134677	0.7307723	0.7221200	0.7134677	0.7307723
GCN_VAE	2	0.7954800	0.7837835	0.8071765	0.9588200	0.9492239	0.9684161
GCN_VAE	3	0.8494800	0.8483963	0.8505637	0.7707200	0.7548350	0.7866050
GCN_VAE	4	0.8494800	0.8483963	0.8505637	0.0000000		
GCN_VAE	5	0.8494800	0.8483963	0.8505637	0.0000000		
GCN_VAE	6	0.8494800	0.8483963	0.8505637	0.0000000		
GCN_VAE	7	0.8494800	0.8483963	0.8505637	0.0000000		
GCN_VAE	8	0.8494800	0.8483963	0.8505637	0.0000000		
GCN_VAE	9	0.8494800	0.8483963	0.8505637	0.0000000		
GCN_VAE	10	0.8494800	0.8483963	0.8505637	0.0000000		
GCN_VAE	11	0.8494800	0.8483963	0.8505637	0.0000000		
GCN_VAE	12	0.8494800	0.8483963	0.8505637	0.0000000		
GCN_VAE	13	0.8494800	0.8483963	0.8505637	0.0000000		
GCN_VAE	14	0.8494800	0.8483963	0.8505637	0.0000000		
GCN_VAE	15	0.8494800	0.8483963	0.8505637	0.0000000		
GCN_VAE	16	0.8494800	0.8483963	0.8505637	0.0000000		
GCN_VAE	17	0.8494800	0.8483963	0.8505637	0.0000000		
GCN_VAE	18	0.8494800	0.8483963	0.8505637	0.0000000		
GCN_VAE	19	0.8494800	0.8483963	0.8505637	0.0000000		
GCN_VAE	20	0.8494800	0.8483963	0.8505637	0.0000000		
