model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
SBM	1	0.8401600	0.8381111	0.8422089	0.8401600	0.8381111	0.8422089
SBM	2	0.8298000	0.8270747	0.8325253	0.0475000	0.0450918	0.0499082
SBM	3	0.8259400	0.8229646	0.8289154	0.0454600	0.0429309	0.0479891
SBM	4	0.8208000	0.8173718	0.8242282	0.0459400	0.0433972	0.0484828
SBM	5	0.8153200	0.8114168	0.8192232	0.0463800	0.0439394	0.0488206
SBM	6	0.8099000	0.8051872	0.8146128	0.0495000	0.0466742	0.0523258
SBM	7	0.8060800	0.8008653	0.8112947	0.0457400	0.0433103	0.0481697
SBM	8	0.8044400	0.7984527	0.8104273	0.0461000	0.0434737	0.0487263
SBM	9	0.8007400	0.7942031	0.8072769	0.0467400	0.0435284	0.0499516
SBM	10	0.8002400	0.7935263	0.8069537	0.0495000	0.0467745	0.0522255
SBM	11	0.7978600	0.7908401	0.8048799	0.0465800	0.0440103	0.0491497
SBM	12	0.7947000	0.7868027	0.8025973	0.0484000	0.0455662	0.0512338
SBM	13	0.7936000	0.7856972	0.8015028	0.0476000	0.0447459	0.0504541
SBM	14	0.7895400	0.7816269	0.7974531	0.0458200	0.0434211	0.0482189
SBM	15	0.7850400	0.7761349	0.7939451	0.0491200	0.0463309	0.0519091
SBM	16	0.7837400	0.7754206	0.7920594	0.0489800	0.0456744	0.0522856
SBM	17	0.7829200	0.7743076	0.7915324	0.0481200	0.0451478	0.0510922
SBM	18	0.7833000	0.7745899	0.7920101	0.0471200	0.0442334	0.0500066
SBM	19	0.7804000	0.7716873	0.7891127	0.0464600	0.0435983	0.0493217
SBM	20	0.7797200	0.7709094	0.7885306	0.0498000	0.0462611	0.0533389
