model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
BTER	1	0.1133600	0.0392783	0.1874417	0.1133600	0.0392783	0.1874417
BTER	2	0.2121800	0.1197471	0.3046129	0.0997200	0.0296745	0.1697655
BTER	3	0.3248600	0.2245503	0.4251697	0.1137400	0.0397833	0.1876967
BTER	4	0.3808200	0.2807330	0.4809070	0.0583800	0.0036763	0.1130837
BTER	5	0.4648000	0.3698143	0.5597857	0.0858000	0.0202079	0.1513921
BTER	6	0.5203000	0.4325452	0.6080548	0.0584600	0.0037834	0.1131366
BTER	7	0.5898600	0.5166725	0.6630475	0.0721400	0.0115956	0.1326844
BTER	8	0.6032800	0.5341937	0.6723663	0.0166000	-0.0115644	0.0447644
BTER	9	0.6447200	0.5908768	0.6985632	0.0437400	-0.0042247	0.0917047
BTER	10	0.6852600	0.6576805	0.7128395	0.0454800	-0.0022935	0.0932535
BTER	11	0.6844000	0.6568540	0.7119460	0.0023600	0.0015923	0.0031277
BTER	12	0.7033200	0.6912487	0.7153913	0.0304800	-0.0090012	0.0699612
BTER	13	0.7026800	0.6906217	0.7147383	0.0017600	0.0010531	0.0024669
BTER	14	0.7022200	0.6901404	0.7142996	0.0014600	0.0009621	0.0019579
BTER	15	0.7015600	0.6894511	0.7136689	0.0018200	0.0012410	0.0023990
BTER	16	0.7010200	0.6888874	0.7131526	0.0017600	0.0010673	0.0024527
BTER	17	0.7001400	0.6879660	0.7123140	0.0023200	0.0015424	0.0030976
BTER	18	0.7053400	0.6885131	0.7221669	0.0161000	-0.0117940	0.0439940
BTER	19	0.7108800	0.6904162	0.7313438	0.0154600	-0.0127018	0.0436218
BTER	20	0.7102600	0.6897498	0.7307702	0.0018000	0.0009779	0.0026221
