model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
Chung-Lu	1	0.0877200	0.0760773	0.0993627	0.0877200	0.0760773	0.0993627
Chung-Lu	2	0.1077800	0.0921910	0.1233690	0.0936400	0.0821582	0.1051218
Chung-Lu	3	0.1146000	0.0991818	0.1300182	0.0815600	0.0798023	0.0833177
Chung-Lu	4	0.1321400	0.1113043	0.1529757	0.0921800	0.0756129	0.1087471
Chung-Lu	5	0.1463000	0.1215364	0.1710636	0.0897800	0.0732351	0.1063249
Chung-Lu	6	0.1593200	0.1316700	0.1869700	0.0875200	0.0708441	0.1041959
Chung-Lu	7	0.1660200	0.1372683	0.1947717	0.0815200	0.0694052	0.0936348
Chung-Lu	8	0.1740200	0.1441998	0.2038402	0.0788000	0.0665931	0.0910069
Chung-Lu	9	0.1820000	0.1514769	0.2125231	0.0761600	0.0639110	0.0884090
Chung-Lu	10	0.1906800	0.1595077	0.2218523	0.0753400	0.0631332	0.0875468
Chung-Lu	11	0.1940400	0.1631436	0.2249364	0.0681200	0.0660774	0.0701626
Chung-Lu	12	0.1974200	0.1668497	0.2279903	0.0640000	0.0620793	0.0659207
Chung-Lu	13	0.2056000	0.1745349	0.2366651	0.0686400	0.0560661	0.0812139
Chung-Lu	14	0.2080000	0.1771996	0.2388004	0.0613800	0.0594880	0.0632720
Chung-Lu	15	0.2201400	0.1882033	0.2520767	0.0718200	0.0542149	0.0894251
Chung-Lu	16	0.2269200	0.1945464	0.2592936	0.0636800	0.0510237	0.0763363
Chung-Lu	17	0.2382200	0.2050913	0.2713487	0.0689800	0.0512132	0.0867468
Chung-Lu	18	0.2438000	0.2103213	0.2772787	0.0600600	0.0472768	0.0728432
Chung-Lu	19	0.2500200	0.2163183	0.2837217	0.0581200	0.0452839	0.0709561
Chung-Lu	20	0.2515200	0.2180306	0.2850094	0.0511600	0.0494049	0.0529151
