model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
SBM	1	0.4257200	0.4186045	0.4328355	0.4257200	0.4186045	0.4328355
SBM	2	0.4292800	0.4222206	0.4363394	0.1866200	0.1791893	0.1940507
SBM	3	0.4332800	0.4261504	0.4404096	0.1792000	0.1736925	0.1847075
SBM	4	0.4403800	0.4337784	0.4469816	0.1808600	0.1746198	0.1871002
SBM	5	0.4420600	0.4352377	0.4488823	0.1785800	0.1727314	0.1844286
SBM	6	0.4418400	0.4354468	0.4482332	0.1785200	0.1730639	0.1839761
SBM	7	0.4452200	0.4396181	0.4508219	0.1793400	0.1732353	0.1854447
SBM	8	0.4439800	0.4372475	0.4507125	0.1779200	0.1716356	0.1842044
SBM	9	0.4460600	0.4397653	0.4523547	0.1827800	0.1759553	0.1896047
SBM	10	0.4459200	0.4395455	0.4522945	0.1844000	0.1764815	0.1923185
SBM	11	0.4468800	0.4401335	0.4536265	0.1755800	0.1701227	0.1810373
SBM	12	0.4512200	0.4447331	0.4577069	0.1718600	0.1663786	0.1773414
SBM	13	0.4513600	0.4446313	0.4580887	0.1789600	0.1721890	0.1857310
SBM	14	0.4509400	0.4442808	0.4575992	0.1755600	0.1699437	0.1811763
SBM	15	0.4489400	0.4422855	0.4555945	0.1780000	0.1714367	0.1845633
SBM	16	0.4522600	0.4456869	0.4588331	0.1793400	0.1717568	0.1869232
SBM	17	0.4524600	0.4464468	0.4584732	0.1755000	0.1697237	0.1812763
SBM	18	0.4538400	0.4477246	0.4599554	0.1731000	0.1670573	0.1791427
SBM	19	0.4546400	0.4484978	0.4607822	0.1770000	0.1708841	0.1831159
SBM	20	0.4545800	0.4488966	0.4602634	0.1723400	0.1668952	0.1777848
