model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
BUGGE	1	0.6007400	0.5982967	0.6031833	0.6007400	0.5982967	0.6031833
BUGGE	2	0.6085000	0.6050287	0.6119713	0.1590800	0.1505586	0.1676014
BUGGE	3	0.6073600	0.6037220	0.6109980	0.1379600	0.1310331	0.1448869
BUGGE	4	0.6102800	0.6066224	0.6139376	0.1352800	0.1282498	0.1423102
BUGGE	5	0.6077400	0.6043525	0.6111275	0.1360400	0.1280989	0.1439811
BUGGE	6	0.6058800	0.6023943	0.6093657	0.1382800	0.1308898	0.1456702
BUGGE	7	0.6085000	0.6041152	0.6128848	0.1408800	0.1341985	0.1475615
BUGGE	8	0.6082400	0.6048096	0.6116704	0.1330600	0.1265858	0.1395342
BUGGE	9	0.6140600	0.6097433	0.6183767	0.1390600	0.1312441	0.1468759
BUGGE	10	0.6123800	0.6081612	0.6165988	0.1357000	0.1286209	0.1427791
BUGGE	11	0.6113800	0.6071675	0.6155925	0.1358400	0.1280751	0.1436049
BUGGE	12	0.6120400	0.6084636	0.6156164	0.1385600	0.1318982	0.1452218
BUGGE	13	0.6129800	0.6084830	0.6174770	0.1404200	0.1339263	0.1469137
BUGGE	14	0.6162200	0.6124662	0.6199738	0.1400400	0.1330543	0.1470257
BUGGE	15	0.6148200	0.6107634	0.6188766	0.1331400	0.1267616	0.1395184
BUGGE	16	0.6188600	0.6148995	0.6228205	0.1314000	0.1249097	0.1378903
BUGGE	17	0.6186600	0.6146210	0.6226990	0.1347800	0.1279960	0.1415640
BUGGE	18	0.6187800	0.6151336	0.6224264	0.1327400	0.1258685	0.1396115
BUGGE	19	0.6242400	0.6196728	0.6288072	0.1392000	0.1210018	0.1573982
BUGGE	20	0.6197800	0.6158186	0.6237414	0.1369200	0.1185645	0.1552755
