model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
Kronecker	1	0.9670000	0.9607691	0.9732309	0.9670000	0.9607691	0.9732309
Kronecker	2	0.9945000	0.9929088	0.9960912	0.5922500	0.5352114	0.6492886
Kronecker	3	0.9935000	0.9887263	0.9982737	0.4570000	0.4070684	0.5069316
Kronecker	4	0.9932500	0.9912478	0.9952522	0.5170000	0.4808310	0.5531690
Kronecker	5	0.9917500	0.9893632	0.9941368	0.5022500	0.4649919	0.5395081
Kronecker	6	0.9892500	0.9868632	0.9916368	0.4787500	0.4618913	0.4956087
Kronecker	7	0.9872500	0.9864544	0.9880456	0.4595000	0.4326057	0.4863943
Kronecker	8	0.9842500	0.9827265	0.9857735	0.4402500	0.4170678	0.4634322
Kronecker	9	0.9847500	0.9839544	0.9855456	0.3457500	0.2602140	0.4312860
Kronecker	10	0.9870000	nan	nan	0.4327500	0.4213957	0.4441043
Kronecker	11	0.9872500	0.9864544	0.9880456	0.3240000	0.2428840	0.4051160
Kronecker	12	0.9875000	0.9865813	0.9884187	0.2600000	0.2474707	0.2725293
Kronecker	13	0.9872500	0.9864544	0.9880456	0.2947500	0.2277373	0.3617627
Kronecker	14	0.9872500	0.9864544	0.9880456	0.2937500	0.2200209	0.3674791
Kronecker	15	0.9880000	nan	nan	0.2752500	0.2474947	0.3030053
Kronecker	16	0.9872500	0.9864544	0.9880456	0.2810000	0.2492021	0.3127979
Kronecker	17	0.9870000	nan	nan	0.2652500	0.2599925	0.2705075
Kronecker	18	0.9875000	0.9865813	0.9884187	0.2635000	0.2347257	0.2922743
Kronecker	19	0.9872500	0.9864544	0.9880456	0.2847500	0.2648173	0.3046827
Kronecker	20	0.9870000	nan	nan	0.2633333	nan	nan
