Percent of connections that are bidirected: 0.3944938440492476
rule_id, collapses, edges_approx, total_cost, rule_details
48, 3, 0, 229501, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  792)  ('type_1'  'type_1')  ('type_1'  733)  (792  733)  (905  733)  (1152  733)]
99, 8, 0, 229336, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  71)  ('type_1'  'type_1')  ('type_1'  71)  (71  179)  (71  560)  (71  561)]
5, 5, 0, 229307, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  412)  ('type_1'  'type_1')  ('type_1'  33)  (128  33)  (412  33)]
41, 9, 0, 229222, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  33)  ('type_1'  'type_1')  ('type_1'  33)  (309  33)  (548  33)]
0, 26, 0, 229227, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  128)  ('type_1'  'type_1')  ('type_1'  33)  (128  33)]
28, 33, 0, 229225, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  33)  ('type_1'  'type_1')  ('type_1'  33)  (33  130)]
39, 43, 14, 229241, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  33)  ('type_1'  'type_1')  ('type_1'  33)  (141  33)]
0, 5, 0, 229247, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  128)  ('type_1'  'type_1')  ('type_1'  33)  (128  33)]
28, 33, 26, 229277, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  33)  ('type_1'  'type_1')  ('type_1'  33)  (33  130)]
40, 7, 1, 229219, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  151)  ('type_1'  'type_1')  ('type_1'  151)  (33  151)  (151  33)]
39, 22, 22, 229252, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  33)  ('type_1'  'type_1')  ('type_1'  33)  (141  33)]
225, 1, 0, 228835, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  578)  ('type_0'  675)  ('type_1'  'type_1')  ('type_1'  578)  (578  377)  (578  675)  (675  377)  (675  578)]
0, 8, 8, 228854, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  128)  ('type_1'  'type_1')  ('type_1'  33)  (128  33)]
28, 2, 2, 228867, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  33)  ('type_1'  'type_1')  ('type_1'  33)  (33  130)]
234, 2, 0, 228896, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  591)  ('type_1'  'type_1')  (590  591)]
39, 10, 9, 228915, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  33)  ('type_1'  'type_1')  ('type_1'  33)  (141  33)]
75, 2, 0, 228944, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  354)  ('type_1'  'type_1')  (354  355)]
98, 2, 0, 228949, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  497)  ('type_1'  'type_1')  (496  497)  (497  496)]
56, 2, 0, 228774, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  905)  ('type_0'  733)  ('type_1'  'type_1')  ('type_1'  733)  (905  733)]
0, 10, 10, 228795, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  128)  ('type_1'  'type_1')  ('type_1'  33)  (128  33)]
39, 5, 5, 228811, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  33)  ('type_1'  'type_1')  ('type_1'  33)  (141  33)]
