Percent of connections that are bidirected: 0.3944938440492476
rule_id, collapses, edges_approx, total_cost, rule_details
26, 3, 0, 229501, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  457)  ('type_1'  'type_1')  ('type_1'  6)  (333  6)  (442  6)  (457  6)]
75, 8, 0, 229336, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  844)  ('type_1'  'type_1')  ('type_1'  844)  (844  947)  (844  1108)  (844  1167)]
6, 5, 0, 229307, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  261)  ('type_1'  'type_1')  ('type_1'  336)  (261  336)  (388  336)]
20, 9, 0, 229222, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  141)  ('type_1'  'type_1')  ('type_1'  141)  (509  141)  (668  141)]
0, 28, 0, 229225, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  261)  ('type_1'  'type_1')  ('type_1'  336)  (261  336)]
7, 79, 40, 229257, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  296)  ('type_1'  'type_1')  ('type_1'  296)  (296  261)]
8, 68, 39, 229298, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  266)  ('type_1'  'type_1')  ('type_1'  266)  (261  266)]
0, 4, 0, 229305, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  261)  ('type_1'  'type_1')  ('type_1'  336)  (261  336)]
18, 6, 0, 229258, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  171)  ('type_1'  'type_1')  ('type_1'  171)  (141  171)  (171  141)]
23, 3, 0, 229286, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  354)  ('type_1'  'type_1')  (354  355)]
0, 6, 6, 229303, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  261)  ('type_1'  'type_1')  ('type_1'  336)  (261  336)]
30, 2, 0, 229308, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  675)  ('type_1'  'type_1')  ('type_1'  675)  ('type_1'  502)  (675  502)]
18, 3, 3, 229286, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  171)  ('type_1'  'type_1')  ('type_1'  171)  (141  171)  (171  141)]
215, 2, 0, 229315, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  591)  ('type_1'  'type_1')  (590  591)]
8, 1, 0, 229325, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  266)  ('type_1'  'type_1')  ('type_1'  266)  (261  266)]
