Percent of connections that are bidirected: 0.3944938440492476
rule_id, collapses, edges_approx, total_cost, rule_details
11, 3, 0, 229501, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  265)  ('type_1'  'type_1')  ('type_1'  24)  (200  24)  (265  24)  (709  24)]
58, 8, 0, 229336, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  160)  ('type_1'  'type_1')  ('type_1'  160)  (160  655)  (160  1092)  (160  1165)]
2, 5, 0, 229307, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  265)  ('type_1'  'type_1')  ('type_1'  24)  (265  24)  (269  24)]
85, 9, 0, 229222, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  841)  ('type_1'  'type_1')  ('type_1'  841)  (1175  841)  (1182  841)]
0, 27, 0, 229226, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  265)  ('type_1'  'type_1')  ('type_1'  24)  (265  24)]
41, 74, 34, 229251, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  27)  ('type_1'  'type_1')  ('type_1'  27)  (27  24)]
52, 75, 46, 229299, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  160)  ('type_1'  'type_1')  ('type_1'  160)  (778  160)]
0, 3, 0, 229307, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  265)  ('type_1'  'type_1')  ('type_1'  24)  (265  24)]
51, 7, 1, 229249, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  160)  ('type_1'  'type_1')  ('type_1'  160)  (160  1033)  (1033  160)]
0, 14, 14, 229274, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  265)  ('type_1'  'type_1')  ('type_1'  24)  (265  24)]
547, 2, 0, 229303, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1158)  ('type_1'  'type_1')  (1158  1159)]
422, 2, 0, 229308, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  374)  ('type_1'  'type_1')  (374  375)  (375  374)]
622, 2, 0, 229337, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  512)  ('type_1'  'type_1')  (511  512)]
52, 2, 1, 229348, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  160)  ('type_1'  'type_1')  ('type_1'  160)  (778  160)]
51, 13, 13, 229216, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  160)  ('type_1'  'type_1')  ('type_1'  160)  (160  1033)  (1033  160)]
41, 2, 2, 229229, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  27)  ('type_1'  'type_1')  ('type_1'  27)  (27  24)]
676, 1, 0, 229229, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  457)  ('type_1'  'type_1')  ('type_1'  457)  (457  682)  (682  900)  (682  902)  (900  902)  (902  900)]
79, 3, 2, 229093, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  223)  ('type_0'  39)  ('type_1'  'type_1')  ('type_1'  39)  (223  39)]
118, 2, 1, 229088, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  675)  ('type_1'  'type_1')  ('type_1'  675)  ('type_1'  396)  (675  396)]
0, 3, 3, 229102, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  265)  ('type_1'  'type_1')  ('type_1'  24)  (265  24)]
69, 2, 2, 229135, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  160)  ('type_1'  'type_1')  ('type_1'  763)  (763  160)]
51, 2, 2, 229124, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  160)  ('type_1'  'type_1')  ('type_1'  160)  (160  1033)  (1033  160)]
52, 1, 1, 229136, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  160)  ('type_1'  'type_1')  ('type_1'  160)  (778  160)]
765, 1, 0, 229106, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  576)  ('type_0'  575)  ('type_1'  'type_1')  (576  575)]
836, 1, 0, 229136, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  (426  427)]
72, 1, 1, 229036, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  265)  ('type_0'  109)  ('type_1'  'type_1')  ('type_1'  109)  (109  265)  (265  109)]
52, 13, 26, 229086, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  160)  ('type_1'  'type_1')  ('type_1'  160)  (778  160)]
41, 5, 10, 229112, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  27)  ('type_1'  'type_1')  ('type_1'  27)  (27  24)]
51, 1, 1, 229112, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  160)  ('type_1'  'type_1')  ('type_1'  160)  (160  1033)  (1033  160)]
52, 12, 24, 229159, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  160)  ('type_1'  'type_1')  ('type_1'  160)  (778  160)]
41, 3, 6, 229179, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  27)  ('type_1'  'type_1')  ('type_1'  27)  (27  24)]
52, 5, 10, 229205, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  160)  ('type_1'  'type_1')  ('type_1'  160)  (778  160)]
