model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
GraphRNN	1	-0.0000027	-0.0000041	-0.0000014	-0.0000027	-0.0000041	-0.0000014
GraphRNN	2	0.4575932	0.3732882	0.5418983	0.4575960	0.3732908	0.5419012
GraphRNN	3	0.2475761	0.1817779	0.3133743	-0.2100172	-0.3248062	-0.0952281
GraphRNN	4	0.5651458	0.4962529	0.6340388	0.3175697	0.2225184	0.4126211
GraphRNN	5	0.1116197	0.1091948	0.1140446	-0.4535261	-0.5220879	-0.3849643
GraphRNN	6	0.4516002	0.3836556	0.5195448	0.3399805	0.2717962	0.4081647
GraphRNN	7	0.0974787	0.0953169	0.0996404	-0.3541215	-0.4222338	-0.2860093
GraphRNN	8	0.4901256	0.4136675	0.5665837	0.3926469	0.3161414	0.4691524
GraphRNN	9	0.0904044	0.0883091	0.0924997	-0.3997212	-0.4762354	-0.3232070
GraphRNN	10	0.5049332	0.4244218	0.5854447	0.4145288	0.3334771	0.4955805
GraphRNN	11	0.1023669	0.0988329	0.1059009	-0.4025663	-0.4837669	-0.3213657
GraphRNN	12	0.5490607	0.4757253	0.6223962	0.4466938	0.3727578	0.5206299
GraphRNN	13	0.0939233	0.0908505	0.0969961	-0.4551374	-0.5289003	-0.3813746
GraphRNN	14	0.5181765	0.4458758	0.5904772	0.4242532	0.3515846	0.4969218
GraphRNN	15	0.1423831	0.1342190	0.1505471	-0.3757934	-0.4479143	-0.3036725
GraphRNN	16	0.5634858	0.4951103	0.6318614	0.4211028	0.3512614	0.4909441
GraphRNN	17	0.1771635	0.1602585	0.1940686	-0.3863223	-0.4577633	-0.3148813
GraphRNN	18	0.5204825	0.4448487	0.5961163	0.3433190	0.2646466	0.4219914
GraphRNN	19	0.1802600	0.1666245	0.1938954	-0.3402225	-0.4222259	-0.2582191
GraphRNN	20	0.5684984	0.4930354	0.6439613	0.3882384	0.3114942	0.4649827
