model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
Chung-Lu	1	-0.0000006	-0.0000007	-0.0000005	-0.0000006	-0.0000007	-0.0000005
Chung-Lu	2	-0.0000011	-0.0000012	-0.0000010	-0.0000005	-0.0000006	-0.0000004
Chung-Lu	3	-0.0000015	-0.0000017	-0.0000014	-0.0000004	-0.0000006	-0.0000003
Chung-Lu	4	-0.0000020	-0.0000022	-0.0000019	-0.0000005	-0.0000006	-0.0000004
Chung-Lu	5	-0.0000025	-0.0000027	-0.0000023	-0.0000005	-0.0000005	-0.0000004
Chung-Lu	6	-0.0000031	-0.0000033	-0.0000029	-0.0000006	-0.0000007	-0.0000005
Chung-Lu	7	-0.0000035	-0.0000037	-0.0000033	-0.0000004	-0.0000005	-0.0000004
Chung-Lu	8	-0.0000040	-0.0000043	-0.0000038	-0.0000005	-0.0000006	-0.0000004
Chung-Lu	9	-0.0000044	-0.0000047	-0.0000042	-0.0000004	-0.0000005	-0.0000003
Chung-Lu	10	-0.0000049	-0.0000052	-0.0000047	-0.0000005	-0.0000006	-0.0000004
Chung-Lu	11	-0.0000054	-0.0000057	-0.0000051	-0.0000004	-0.0000005	-0.0000004
Chung-Lu	12	-0.0000059	-0.0000062	-0.0000056	-0.0000005	-0.0000006	-0.0000004
Chung-Lu	13	-0.0000064	-0.0000067	-0.0000061	-0.0000005	-0.0000006	-0.0000004
Chung-Lu	14	-0.0000069	-0.0000072	-0.0000066	-0.0000005	-0.0000006	-0.0000004
Chung-Lu	15	-0.0000074	-0.0000077	-0.0000070	-0.0000005	-0.0000006	-0.0000004
Chung-Lu	16	-0.0000078	-0.0000082	-0.0000075	-0.0000005	-0.0000006	-0.0000004
Chung-Lu	17	-0.0000083	-0.0000086	-0.0000079	-0.0000004	-0.0000005	-0.0000003
Chung-Lu	18	-0.0000087	-0.0000091	-0.0000084	-0.0000005	-0.0000006	-0.0000004
Chung-Lu	19	-0.0000093	-0.0000096	-0.0000090	-0.0000005	-0.0000006	-0.0000004
Chung-Lu	20	-0.0000097	-0.0000101	-0.0000094	-0.0000005	-0.0000006	-0.0000004
