model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
CNRG	1	-3.3200000	-8.0929741	1.4529741	-3.3200000	-8.0929741	1.4529741
CNRG	2	-4.6200000	-12.5082096	3.2682096	-1.3000000	-6.3949605	3.7949605
CNRG	3	-6.8600000	-15.5180881	1.7980881	-2.2400000	-6.9908622	2.5108622
CNRG	4	-4.5400000	-13.9231895	4.8431895	2.3200000	-2.0877876	6.7277876
CNRG	5	-3.7000000	-14.2934879	6.8934879	0.8400000	-3.7767099	5.4567099
CNRG	6	-5.6800000	-17.9424677	6.5824677	-1.9800000	-6.4920296	2.5320296
CNRG	7	-3.7400000	-16.3859370	8.9059370	1.9400000	-2.8994971	6.7794971
CNRG	8	-7.4800000	-21.4958728	6.5358728	-3.7400000	-8.6291064	1.1491064
CNRG	9	-8.4800000	-23.8141918	6.8541918	-1.0000000	-5.7959052	3.7959052
CNRG	10	-10.2000000	-26.4980777	6.0980777	-1.7200000	-6.9015080	3.4615080
CNRG	11	-12.5000000	-30.3206825	5.3206825	-2.3000000	-7.3380264	2.7380264
CNRG	12	-11.1000000	-29.9872365	7.7872365	1.4000000	-3.6343443	6.4343443
CNRG	13	-13.0400000	-32.2950585	6.2150585	-1.9400000	-6.6437379	2.7637379
CNRG	14	-14.4600000	-33.6265323	4.7065323	-1.4200000	-6.3397845	3.4997845
CNRG	15	-17.9800000	-39.1425710	3.1825710	-3.5200000	-8.4021665	1.3621665
CNRG	16	-16.4600000	-38.8311416	5.9111416	1.5200000	-3.0228847	6.0628847
CNRG	17	-12.7600000	-36.6222843	11.1022843	3.7000000	-1.2748119	8.6748119
CNRG	18	-11.7600000	-36.0177855	12.4977855	1.0000000	-3.2557936	5.2557936
CNRG	19	-12.8800000	-37.7304169	11.9704169	-1.1200000	-5.6452165	3.4052165
CNRG	20	-9.2000000	-34.3286622	15.9286622	3.6800000	-1.3492471	8.7092471
