model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
SBM	1	0.0000000	nan	nan	0.0000000	nan	nan
SBM	2	0.0000000	nan	nan	0.0000000	nan	nan
SBM	3	0.0000000	nan	nan	0.0000000	nan	nan
SBM	4	0.0000000	nan	nan	0.0000000	nan	nan
SBM	5	0.0000000	nan	nan	0.0000000	nan	nan
SBM	6	0.0000000	nan	nan	0.0000000	nan	nan
SBM	7	0.0000000	nan	nan	0.0000000	nan	nan
SBM	8	0.0000000	nan	nan	0.0000000	nan	nan
SBM	9	0.0000000	nan	nan	0.0000000	nan	nan
SBM	10	0.0000000	nan	nan	0.0000000	nan	nan
SBM	11	0.0000000	nan	nan	0.0000000	nan	nan
SBM	12	0.0000000	nan	nan	0.0000000	nan	nan
SBM	13	0.0000000	nan	nan	0.0000000	nan	nan
SBM	14	0.0000000	nan	nan	0.0000000	nan	nan
SBM	15	0.0000000	nan	nan	0.0000000	nan	nan
SBM	16	0.0000000	nan	nan	0.0000000	nan	nan
SBM	17	0.0000000	nan	nan	0.0000000	nan	nan
SBM	18	0.0000000	nan	nan	0.0000000	nan	nan
SBM	19	0.0000000	nan	nan	0.0000000	nan	nan
SBM	20	0.0000000	nan	nan	0.0000000	nan	nan
