model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
HRG	1	0.0001789	0.0000300	0.0003278	0.0001789	0.0000300	0.0003278
HRG	2	-0.0004743	-0.0007033	-0.0002452	-0.0006532	-0.0008187	-0.0004876
HRG	3	-0.0009793	-0.0011423	-0.0008163	-0.0005050	-0.0006635	-0.0003466
HRG	4	-0.0012657	-0.0013866	-0.0011448	-0.0002864	-0.0003719	-0.0002009
HRG	5	-0.0014269	-0.0015219	-0.0013320	-0.0001612	-0.0002424	-0.0000801
HRG	6	-0.0015260	-0.0015963	-0.0014557	-0.0000990	-0.0001571	-0.0000410
HRG	7	-0.0015634	-0.0016207	-0.0015061	-0.0000374	-0.0000823	0.0000074
HRG	8	-0.0015670	-0.0016226	-0.0015114	-0.0000036	-0.0000302	0.0000231
HRG	9	-0.0015595	-0.0016144	-0.0015046	0.0000075	-0.0000253	0.0000404
HRG	10	-0.0015068	-0.0015684	-0.0014452	0.0000527	0.0000333	0.0000720
HRG	11	-0.0014700	-0.0015323	-0.0014077	0.0000368	0.0000179	0.0000557
HRG	12	-0.0014385	-0.0015007	-0.0013763	0.0000315	0.0000159	0.0000471
HRG	13	-0.0014095	-0.0014753	-0.0013438	0.0000290	0.0000103	0.0000476
HRG	14	-0.0013767	-0.0014479	-0.0013055	0.0000328	0.0000095	0.0000562
HRG	15	-0.0013567	-0.0014292	-0.0012841	0.0000200	-0.0000010	0.0000411
HRG	16	-0.0013345	-0.0014065	-0.0012624	0.0000222	-0.0000081	0.0000525
HRG	17	-0.0013070	-0.0013805	-0.0012335	0.0000275	0.0000074	0.0000475
HRG	18	-0.0012738	-0.0013489	-0.0011987	0.0000332	0.0000153	0.0000511
HRG	19	-0.0012597	-0.0013328	-0.0011867	0.0000140	-0.0000084	0.0000365
HRG	20	-0.0012530	-0.0013272	-0.0011789	0.0000067	-0.0000241	0.0000375
