model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
BTER	1	-0.0004700	-0.0005997	-0.0003403	-0.0004700	-0.0005997	-0.0003403
BTER	2	-0.0009700	-0.0011818	-0.0007582	-0.0005000	-0.0006492	-0.0003508
BTER	3	-0.0015800	-0.0018559	-0.0013041	-0.0006100	-0.0007572	-0.0004628
BTER	4	-0.0021200	-0.0024259	-0.0018141	-0.0005400	-0.0006772	-0.0004028
BTER	5	-0.0026300	-0.0029658	-0.0022942	-0.0005100	-0.0006578	-0.0003622
BTER	6	-0.0033300	-0.0037158	-0.0029442	-0.0007000	-0.0008649	-0.0005351
BTER	7	-0.0039400	-0.0043466	-0.0035334	-0.0006100	-0.0007515	-0.0004685
BTER	8	-0.0045700	-0.0049780	-0.0041620	-0.0006300	-0.0007944	-0.0004656
BTER	9	-0.0050800	-0.0054944	-0.0046656	-0.0005100	-0.0006461	-0.0003739
BTER	10	-0.0058100	-0.0062376	-0.0053824	-0.0007300	-0.0009075	-0.0005525
BTER	11	-0.0064100	-0.0068664	-0.0059536	-0.0006000	-0.0007464	-0.0004536
BTER	12	-0.0069700	-0.0074774	-0.0064626	-0.0005600	-0.0007215	-0.0003985
BTER	13	-0.0074200	-0.0079418	-0.0068982	-0.0004500	-0.0005854	-0.0003146
BTER	14	-0.0079000	-0.0084720	-0.0073280	-0.0004800	-0.0006083	-0.0003517
BTER	15	-0.0084300	-0.0090148	-0.0078452	-0.0005300	-0.0006830	-0.0003770
BTER	16	-0.0088400	-0.0094533	-0.0082267	-0.0004100	-0.0005273	-0.0002927
BTER	17	-0.0094500	-0.0101079	-0.0087921	-0.0006100	-0.0007706	-0.0004494
BTER	18	-0.0099700	-0.0106305	-0.0093095	-0.0005200	-0.0006663	-0.0003737
BTER	19	-0.0104400	-0.0111453	-0.0097347	-0.0004700	-0.0006147	-0.0003253
BTER	20	-0.0109900	-0.0117016	-0.0102784	-0.0005500	-0.0007388	-0.0003612
