model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
CNRG	1	-0.0037447	-0.0038572	-0.0036322	-0.0037447	-0.0038572	-0.0036322
CNRG	2	-0.0065290	-0.0066454	-0.0064125	-0.0027843	-0.0028747	-0.0026938
CNRG	3	-0.0086806	-0.0088079	-0.0085533	-0.0021516	-0.0022299	-0.0020734
CNRG	4	-0.0102146	-0.0103519	-0.0100773	-0.0015340	-0.0016098	-0.0014582
CNRG	5	-0.0114830	-0.0116290	-0.0113369	-0.0012684	-0.0013374	-0.0011993
CNRG	6	-0.0124395	-0.0125812	-0.0122978	-0.0009566	-0.0010205	-0.0008927
CNRG	7	-0.0131257	-0.0132735	-0.0129778	-0.0006862	-0.0007459	-0.0006264
CNRG	8	-0.0137139	-0.0138776	-0.0135502	-0.0005882	-0.0006471	-0.0005292
CNRG	9	-0.0142482	-0.0144146	-0.0140819	-0.0005344	-0.0005914	-0.0004773
CNRG	10	-0.0146714	-0.0148407	-0.0145020	-0.0004231	-0.0004736	-0.0003726
CNRG	11	-0.0150145	-0.0151814	-0.0148476	-0.0003431	-0.0003977	-0.0002886
CNRG	12	-0.0153184	-0.0154990	-0.0151378	-0.0003039	-0.0003546	-0.0002532
CNRG	13	-0.0155777	-0.0157607	-0.0153947	-0.0002594	-0.0003142	-0.0002045
CNRG	14	-0.0158254	-0.0160183	-0.0156326	-0.0002477	-0.0003019	-0.0001934
CNRG	15	-0.0160008	-0.0162064	-0.0157953	-0.0001754	-0.0002344	-0.0001165
CNRG	16	-0.0161704	-0.0163808	-0.0159600	-0.0001696	-0.0002166	-0.0001225
CNRG	17	-0.0163822	-0.0165949	-0.0161696	-0.0002118	-0.0002659	-0.0001578
CNRG	18	-0.0165688	-0.0167820	-0.0163555	-0.0001865	-0.0002327	-0.0001403
CNRG	19	-0.0166864	-0.0168999	-0.0164729	-0.0001176	-0.0001637	-0.0000715
CNRG	20	-0.0168830	-0.0170985	-0.0166674	-0.0001966	-0.0002389	-0.0001543
