model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
Chung-Lu	1	-0.0008528	-0.0009849	-0.0007207	-0.0008528	-0.0009849	-0.0007207
Chung-Lu	2	-0.0016041	-0.0017841	-0.0014241	-0.0007513	-0.0008944	-0.0006081
Chung-Lu	3	-0.0022606	-0.0024908	-0.0020303	-0.0006565	-0.0008184	-0.0004946
Chung-Lu	4	-0.0030051	-0.0032339	-0.0027763	-0.0007445	-0.0008791	-0.0006099
Chung-Lu	5	-0.0036887	-0.0039284	-0.0034489	-0.0006836	-0.0007993	-0.0005678
Chung-Lu	6	-0.0045482	-0.0048365	-0.0042599	-0.0008596	-0.0010013	-0.0007178
Chung-Lu	7	-0.0052115	-0.0055193	-0.0049037	-0.0006633	-0.0007876	-0.0005389
Chung-Lu	8	-0.0059154	-0.0062775	-0.0055533	-0.0007039	-0.0008438	-0.0005640
Chung-Lu	9	-0.0065381	-0.0069283	-0.0061478	-0.0006227	-0.0007446	-0.0005008
Chung-Lu	10	-0.0073096	-0.0076958	-0.0069235	-0.0007716	-0.0009432	-0.0005999
Chung-Lu	11	-0.0079662	-0.0083611	-0.0075712	-0.0006565	-0.0007688	-0.0005442
Chung-Lu	12	-0.0087039	-0.0091115	-0.0082963	-0.0007377	-0.0008999	-0.0005755
Chung-Lu	13	-0.0094552	-0.0098937	-0.0090166	-0.0007513	-0.0008731	-0.0006295
Chung-Lu	14	-0.0101861	-0.0106344	-0.0097379	-0.0007310	-0.0008985	-0.0005634
Chung-Lu	15	-0.0108697	-0.0113379	-0.0104015	-0.0006836	-0.0008217	-0.0005455
Chung-Lu	16	-0.0115668	-0.0120399	-0.0110938	-0.0006971	-0.0008251	-0.0005691
Chung-Lu	17	-0.0122030	-0.0126993	-0.0117068	-0.0006362	-0.0007631	-0.0005093
Chung-Lu	18	-0.0129205	-0.0134092	-0.0124317	-0.0007174	-0.0008413	-0.0005936
Chung-Lu	19	-0.0136988	-0.0141604	-0.0132373	-0.0007783	-0.0009546	-0.0006021
Chung-Lu	20	-0.0143892	-0.0148592	-0.0139191	-0.0006904	-0.0008263	-0.0005544
