model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
GraphRNN	1	0.0992942	0.0955744	0.1030140	0.0992942	0.0955744	0.1030140
GraphRNN	2	-0.2626784	-0.2906436	-0.2347133	-0.3619726	-0.3907840	-0.3331613
GraphRNN	3	-0.2773212	nan	nan	-0.0112467	nan	nan
GraphRNN	4	-0.3256537	-0.3798053	-0.2715020	-0.0531830	nan	nan
GraphRNN	5	-0.3336140	-0.3930696	-0.2741583	-0.0079603	-0.0929687	0.0770481
GraphRNN	6	-0.1561378	-0.2114932	-0.1007824	0.1774762	0.0942002	0.2607522
GraphRNN	7	-0.1069473	-0.1929924	-0.0209022	0.0491905	-0.0451759	0.1435569
GraphRNN	8	-0.0004235	-0.0608030	0.0599560	0.1065238	-0.0013040	0.2143517
GraphRNN	9	-0.0073283	-0.0921037	0.0774472	-0.0069048	-0.1053926	0.0915830
GraphRNN	10	0.1025289	0.0309252	0.1741326	0.1098571	-0.0004116	0.2201259
GraphRNN	11	0.0875289	0.0083220	0.1667358	-0.0150000	-0.1233048	0.0933048
GraphRNN	12	0.1694813	0.1089981	0.2299644	0.0819524	-0.0198343	0.1837390
GraphRNN	13	0.1426717	0.0724346	0.2129089	-0.0268095	-0.1082856	0.0546665
GraphRNN	14	0.2089178	0.1485867	0.2692488	0.0662460	-0.0291451	0.1616371
GraphRNN	15	0.1557194	0.0790533	0.2323855	-0.0531984	-0.1441472	0.0377504
GraphRNN	16	0.0931003	0.0277407	0.1584600	-0.0626190	-0.1569060	0.0316679
GraphRNN	17	0.0668146	-0.0195018	0.1531310	-0.0262857	-0.1203924	0.0678210
GraphRNN	18	0.0543384	-0.0306357	0.1393125	-0.0124762	-0.1267941	0.1018417
GraphRNN	19	0.0941479	0.0116883	0.1766076	0.0398095	-0.0635747	0.1431937
GraphRNN	20	0.0873384	0.0065900	0.1680868	-0.0068095	-0.1169453	0.1033262
