model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
BTER	1	-1.4245030	-1.4300369	-1.4189691	-1.4245030	-1.4300369	-1.4189691
BTER	2	-2.3109939	-2.3194002	-2.3025876	-0.8864909	-0.8929935	-0.8799882
BTER	3	-2.8951116	-2.9091621	-2.8810611	-0.5841176	-0.5963725	-0.5718628
BTER	4	-3.2998986	-3.3143114	-3.2854858	-0.4047870	-0.4115204	-0.3980536
BTER	5	-3.6153753	-3.6276289	-3.6031216	-0.3154767	-0.3243628	-0.3065906
BTER	6	-3.9201826	-3.9330216	-3.9073435	-0.3048073	-0.3117109	-0.2979037
BTER	7	-4.2063489	-4.2208965	-4.1918013	-0.2861663	-0.2923546	-0.2799780
BTER	8	-4.4619067	-4.4771101	-4.4467033	-0.2555578	-0.2616375	-0.2494781
BTER	9	-4.6786613	-4.6949989	-4.6623236	-0.2167546	-0.2229378	-0.2105713
BTER	10	-4.8827992	-4.9000463	-4.8655521	-0.2041379	-0.2097276	-0.1985483
BTER	11	-5.0826166	-5.0996383	-5.0655949	-0.1998174	-0.2042566	-0.1953783
BTER	12	-5.2658621	-5.2813605	-5.2503637	-0.1832454	-0.1893688	-0.1771221
BTER	13	-5.4274037	-5.4426698	-5.4121375	-0.1615416	-0.1652920	-0.1577912
BTER	14	-5.5837525	-5.5977815	-5.5697235	-0.1563489	-0.1606852	-0.1520125
BTER	15	-5.7427181	-5.7571758	-5.7282604	-0.1589655	-0.1635661	-0.1543649
BTER	16	-5.8893712	-5.9044056	-5.8743368	-0.1466531	-0.1513226	-0.1419837
BTER	17	-6.0280325	-6.0440225	-6.0120424	-0.1386613	-0.1429428	-0.1343797
BTER	18	-6.1543611	-6.1708262	-6.1378959	-0.1263286	-0.1295719	-0.1230853
BTER	19	-6.2821298	-6.2991645	-6.2650951	-0.1277688	-0.1317445	-0.1237930
BTER	20	-6.4038945	-6.4212680	-6.3865210	-0.1217647	-0.1260245	-0.1175049
