model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
BTER	1	-0.0000280	-0.0000282	-0.0000277	-0.0000280	-0.0000282	-0.0000277
BTER	2	-0.0000536	-0.0000540	-0.0000532	-0.0000256	-0.0000259	-0.0000254
BTER	3	-0.0000761	-0.0000766	-0.0000756	-0.0000225	-0.0000227	-0.0000222
BTER	4	-0.0000969	-0.0000975	-0.0000963	-0.0000208	-0.0000212	-0.0000205
BTER	5	-0.0001158	-0.0001164	-0.0001152	-0.0000189	-0.0000192	-0.0000185
BTER	6	-0.0001339	-0.0001345	-0.0001333	-0.0000181	-0.0000184	-0.0000179
BTER	7	-0.0001508	-0.0001515	-0.0001500	-0.0000168	-0.0000172	-0.0000165
BTER	8	-0.0001666	-0.0001673	-0.0001658	-0.0000158	-0.0000161	-0.0000156
BTER	9	-0.0001815	-0.0001823	-0.0001807	-0.0000149	-0.0000152	-0.0000146
BTER	10	-0.0001953	-0.0001961	-0.0001946	-0.0000138	-0.0000141	-0.0000136
BTER	11	-0.0002085	-0.0002093	-0.0002078	-0.0000132	-0.0000134	-0.0000131
BTER	12	-0.0002214	-0.0002221	-0.0002206	-0.0000128	-0.0000131	-0.0000126
BTER	13	-0.0002334	-0.0002342	-0.0002326	-0.0000120	-0.0000122	-0.0000118
BTER	14	-0.0002447	-0.0002455	-0.0002439	-0.0000113	-0.0000116	-0.0000111
BTER	15	-0.0002560	-0.0002568	-0.0002551	-0.0000112	-0.0000114	-0.0000110
BTER	16	-0.0002665	-0.0002674	-0.0002657	-0.0000106	-0.0000108	-0.0000104
BTER	17	-0.0002766	-0.0002775	-0.0002758	-0.0000101	-0.0000103	-0.0000099
BTER	18	-0.0002866	-0.0002875	-0.0002857	-0.0000099	-0.0000102	-0.0000097
BTER	19	-0.0002962	-0.0002971	-0.0002952	-0.0000096	-0.0000098	-0.0000094
BTER	20	-0.0003054	-0.0003064	-0.0003044	-0.0000092	-0.0000094	-0.0000090
