model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
GraphRNN	1	0.0075702	0.0068189	0.0083215	0.0075702	0.0068189	0.0083215
GraphRNN	2	0.0125860	0.0122569	0.0129151	0.0050158	0.0042032	0.0058284
GraphRNN	3	0.0138778	0.0137084	0.0140472	0.0012918	0.0009233	0.0016604
GraphRNN	4	0.0139503	0.0138242	0.0140763	0.0000724	-0.0001608	0.0003057
GraphRNN	5	0.0134633	0.0133095	0.0136170	-0.0004870	-0.0006908	-0.0002832
GraphRNN	6	0.0110597	0.0109074	0.0112120	-0.0024036	-0.0026134	-0.0021937
GraphRNN	7	0.0090446	0.0088294	0.0092598	-0.0020151	-0.0022947	-0.0017355
GraphRNN	8	0.0064658	0.0063099	0.0066218	-0.0025788	-0.0028850	-0.0022726
GraphRNN	9	0.0040961	0.0038753	0.0043170	-0.0023697	-0.0026286	-0.0021108
GraphRNN	10	0.0022624	0.0020312	0.0024937	-0.0018337	-0.0021632	-0.0015042
GraphRNN	11	0.0017431	0.0014990	0.0019872	-0.0005193	-0.0008679	-0.0001708
GraphRNN	12	-0.0010175	-0.0012184	-0.0008167	-0.0027606	-0.0030720	-0.0024492
GraphRNN	13	-0.0019698	-0.0021299	-0.0018097	-0.0009523	-0.0012232	-0.0006814
GraphRNN	14	-0.0044706	-0.0046580	-0.0042832	-0.0025008	-0.0027243	-0.0022774
GraphRNN	15	-0.0055770	-0.0059163	-0.0052376	-0.0011063	-0.0014331	-0.0007795
GraphRNN	16	-0.0083996	-0.0086665	-0.0081326	-0.0028226	-0.0032763	-0.0023689
GraphRNN	17	-0.0108182	-0.0111031	-0.0105333	-0.0024186	-0.0027927	-0.0020446
GraphRNN	18	-0.0135087	-0.0142776	-0.0127397	-0.0026905	-0.0035767	-0.0018043
GraphRNN	19	-0.0129576	-0.0131217	-0.0127935	0.0005511	-0.0002280	0.0013301
GraphRNN	20	-0.0139273	-0.0141762	-0.0136783	-0.0009696	-0.0012577	-0.0006816
