model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
SBM	1	-0.0000093	-0.0000119	-0.0000068	-0.0000093	-0.0000119	-0.0000068
SBM	2	-0.0000202	-0.0000235	-0.0000168	-0.0000108	-0.0000133	-0.0000084
SBM	3	-0.0000274	-0.0000315	-0.0000232	-0.0000072	-0.0000093	-0.0000051
SBM	4	-0.0000374	-0.0000421	-0.0000326	-0.0000100	-0.0000126	-0.0000074
SBM	5	-0.0000444	-0.0000501	-0.0000387	-0.0000071	-0.0000100	-0.0000041
SBM	6	-0.0000535	-0.0000604	-0.0000467	-0.0000091	-0.0000121	-0.0000061
SBM	7	-0.0000602	-0.0000675	-0.0000528	-0.0000066	-0.0000094	-0.0000039
SBM	8	-0.0000672	-0.0000753	-0.0000591	-0.0000070	-0.0000098	-0.0000042
SBM	9	-0.0000746	-0.0000830	-0.0000662	-0.0000074	-0.0000099	-0.0000049
SBM	10	-0.0000805	-0.0000892	-0.0000718	-0.0000059	-0.0000083	-0.0000035
SBM	11	-0.0000853	-0.0000941	-0.0000765	-0.0000048	-0.0000068	-0.0000027
SBM	12	-0.0000926	-0.0001011	-0.0000842	-0.0000074	-0.0000095	-0.0000053
SBM	13	-0.0000972	-0.0001057	-0.0000888	-0.0000046	-0.0000068	-0.0000024
SBM	14	-0.0001051	-0.0001145	-0.0000957	-0.0000079	-0.0000105	-0.0000052
SBM	15	-0.0001138	-0.0001234	-0.0001042	-0.0000087	-0.0000113	-0.0000061
SBM	16	-0.0001204	-0.0001303	-0.0001105	-0.0000066	-0.0000092	-0.0000040
SBM	17	-0.0001252	-0.0001353	-0.0001151	-0.0000048	-0.0000074	-0.0000022
SBM	18	-0.0001304	-0.0001406	-0.0001202	-0.0000052	-0.0000080	-0.0000024
SBM	19	-0.0001351	-0.0001459	-0.0001244	-0.0000048	-0.0000071	-0.0000025
SBM	20	-0.0001407	-0.0001513	-0.0001301	-0.0000055	-0.0000076	-0.0000035
