model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
BTER	1	-0.3954768	-0.3977939	-0.3931597	-0.3954768	-0.3977939	-0.3931597
BTER	2	-0.6160688	-0.6191565	-0.6129812	-0.2205921	-0.2234104	-0.2177738
BTER	3	-0.7592496	-0.7621299	-0.7563693	-0.1431807	-0.1457351	-0.1406263
BTER	4	-0.8608881	-0.8646213	-0.8571550	-0.1016386	-0.1046378	-0.0986393
BTER	5	-0.9533769	-0.9575047	-0.9492492	-0.0924888	-0.0949381	-0.0900395
BTER	6	-1.0367022	-1.0413873	-1.0320172	-0.0833253	-0.0853344	-0.0813163
BTER	7	-1.1110017	-1.1158882	-1.1061152	-0.0742995	-0.0762461	-0.0723529
BTER	8	-1.1758141	-1.1801714	-1.1714568	-0.0648124	-0.0664808	-0.0631439
BTER	9	-1.2322892	-1.2364979	-1.2280804	-0.0564750	-0.0585249	-0.0544252
BTER	10	-1.2853150	-1.2897950	-1.2808349	-0.0530258	-0.0544944	-0.0515572
BTER	11	-1.3360138	-1.3407597	-1.3312678	-0.0506988	-0.0522264	-0.0491711
BTER	12	-1.3840551	-1.3886820	-1.3794282	-0.0480413	-0.0496792	-0.0464034
BTER	13	-1.4274768	-1.4321310	-1.4228225	-0.0434217	-0.0445699	-0.0422735
BTER	14	-1.4674355	-1.4720339	-1.4628370	-0.0399587	-0.0411936	-0.0387238
BTER	15	-1.5042616	-1.5092477	-1.4992756	-0.0368262	-0.0378946	-0.0357577
BTER	16	-1.5393597	-1.5445362	-1.5341832	-0.0350981	-0.0361104	-0.0340859
BTER	17	-1.5735215	-1.5788356	-1.5682075	-0.0341618	-0.0350906	-0.0332329
BTER	18	-1.6075043	-1.6128202	-1.6021884	-0.0339828	-0.0351813	-0.0327843
BTER	19	-1.6380792	-1.6434927	-1.6326657	-0.0305749	-0.0316624	-0.0294873
BTER	20	-1.6677108	-1.6732931	-1.6621286	-0.0296317	-0.0307937	-0.0284696
