model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
GraphRNN	1	13.4111069	13.1062356	13.7159783	13.4111069	13.1062356	13.7159783
GraphRNN	2	14.0005741	13.5154189	14.4857293	0.5894672	0.0599618	1.1189725
GraphRNN	3	10.5954276	10.1944956	10.9963596	-3.4051465	-4.0460536	-2.7642394
GraphRNN	4	9.5571185	9.5144451	9.5997920	-1.0383090	-1.4543443	-0.6222738
GraphRNN	5	8.9392138	8.9103046	8.9681231	-0.6179047	-0.6685477	-0.5672617
GraphRNN	6	8.1609642	8.1370514	8.1848770	-0.7782497	-0.8097840	-0.7467153
GraphRNN	7	7.4075622	7.3853554	7.4297691	-0.7534020	-0.7879176	-0.7188863
GraphRNN	8	6.7281413	6.7044558	6.7518268	-0.6794209	-0.7100031	-0.6488387
GraphRNN	9	6.1847667	6.1695761	6.1999572	-0.5433746	-0.5720923	-0.5146569
GraphRNN	10	5.4250426	5.4079993	5.4420860	-0.7597241	-0.7833025	-0.7361456
GraphRNN	11	4.6139433	4.5980253	4.6298613	-0.8110993	-0.8322723	-0.7899264
GraphRNN	12	4.0168096	4.0004318	4.0331873	-0.5971337	-0.6211107	-0.5731568
GraphRNN	13	3.6227580	3.6064401	3.6390758	-0.3940516	-0.4162947	-0.3718085
GraphRNN	14	3.1948004	3.1775170	3.2120838	-0.4279575	-0.4512541	-0.4046610
GraphRNN	15	2.5742105	2.5584467	2.5899743	-0.6205899	-0.6448505	-0.5963293
GraphRNN	16	2.0615122	2.0458749	2.0771494	-0.5126984	-0.5369483	-0.4884484
GraphRNN	17	1.6697918	1.6548902	1.6846934	-0.3917204	-0.4129719	-0.3704688
GraphRNN	18	1.3283312	1.3154034	1.3412590	-0.3414606	-0.3629188	-0.3200024
GraphRNN	19	0.9597341	0.9459023	0.9735659	-0.3685971	-0.3853640	-0.3518301
GraphRNN	20	0.4771529	0.4628379	0.4914679	-0.4825812	-0.5027997	-0.4623627
