model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
HRG	1	4.2866877	3.7986423	4.7747331	4.2866877	3.7986423	4.7747331
HRG	2	1.5385045	0.7762389	2.3007701	-2.7481832	-3.4053693	-2.0909970
HRG	3	-0.6341992	-1.3592274	0.0908290	-2.1727037	-2.8399244	-1.5054830
HRG	4	-3.3672080	-4.0998642	-2.6345518	-2.7330088	-3.2317571	-2.2342604
HRG	5	-5.3343964	-6.0904484	-4.5783444	-1.9671884	-2.3374058	-1.5969710
HRG	6	-6.9703235	-7.7246815	-6.2159655	-1.6359271	-1.9433322	-1.3285221
HRG	7	-8.4663824	-9.0956674	-7.8370974	-1.4960589	-1.8121925	-1.1799253
HRG	8	-9.3704188	-9.9204183	-8.8204194	-0.9040364	-1.1444051	-0.6636677
HRG	9	-10.0291830	-10.5221952	-9.5361707	-0.6587641	-0.8923583	-0.4251699
HRG	10	-10.3794265	-10.8374115	-9.9214415	-0.3502436	-0.5121354	-0.1883517
HRG	11	-10.7437268	-11.1890682	-10.2983854	-0.3643003	-0.5679529	-0.1606477
HRG	12	-10.9395292	-11.3085638	-10.5704945	-0.1958023	-0.3809349	-0.0106697
HRG	13	-11.1405102	-11.4772355	-10.8037849	-0.2009811	-0.3585891	-0.0433730
HRG	14	-11.1207579	-11.4355873	-10.8059285	0.0197523	-0.0946792	0.1341838
HRG	15	-11.0427834	-11.3552928	-10.7302740	0.0779746	-0.0470846	0.2030337
HRG	16	-11.0882765	-11.3750922	-10.8014608	-0.0454931	-0.2064259	0.1154397
HRG	17	-10.9642261	-11.2404111	-10.6880410	0.1240504	0.0405943	0.2075066
HRG	18	-10.9187054	-11.1907603	-10.6466505	0.0455207	-0.0573560	0.1483973
HRG	19	-10.8366991	-11.1156598	-10.5577384	0.0820063	-0.0172599	0.1812725
HRG	20	-10.7564868	-11.0310210	-10.4819526	0.0802123	-0.0139681	0.1743927
