model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
Linear_AE	1	0.3963474	0.3948286	0.3978663	0.3963474	0.3948286	0.3978663
Linear_AE	2	0.5265225	0.5218020	0.5312430	0.1301751	0.1260163	0.1343338
Linear_AE	3	0.5405521	0.5349598	0.5461445	0.0140296	0.0087477	0.0193115
Linear_AE	4	0.5407487	0.5362360	0.5452614	0.0001965	-0.0017090	0.0021021
Linear_AE	5	0.5405113	0.5361340	0.5448886	-0.0002373	-0.0010519	0.0005772
Linear_AE	6	0.5403364	0.5358430	0.5448298	-0.0001749	-0.0004642	0.0001143
Linear_AE	7	0.5403116	0.5357951	0.5448281	-0.0000248	-0.0000809	0.0000313
Linear_AE	8	0.5403116	0.5357951	0.5448281	0.0000000	nan	nan
Linear_AE	9	0.5403116	0.5357951	0.5448281	0.0000000	nan	nan
Linear_AE	10	0.5403116	0.5357951	0.5448281	0.0000000	nan	nan
Linear_AE	11	0.5403116	0.5357951	0.5448281	0.0000000	nan	nan
Linear_AE	12	0.5403116	0.5357951	0.5448281	0.0000000	nan	nan
Linear_AE	13	0.5403116	0.5357951	0.5448281	0.0000000	nan	nan
Linear_AE	14	0.5403116	0.5357951	0.5448281	0.0000000	nan	nan
Linear_AE	15	0.5403116	0.5357951	0.5448281	0.0000000	nan	nan
Linear_AE	16	0.5403116	0.5357951	0.5448281	0.0000000	nan	nan
Linear_AE	17	0.5403116	0.5357951	0.5448281	0.0000000	nan	nan
Linear_AE	18	0.5403116	0.5357951	0.5448281	0.0000000	nan	nan
Linear_AE	19	0.5403116	0.5357951	0.5448281	0.0000000	nan	nan
Linear_AE	20	0.5403116	0.5357951	0.5448281	0.0000000	nan	nan
