model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
SBM	1	-0.0182700	-0.0260639	-0.0104761	-0.0182700	-0.0260639	-0.0104761
SBM	2	-0.0329100	-0.0435407	-0.0222793	-0.0146400	-0.0221349	-0.0071451
SBM	3	-0.0339200	-0.0474241	-0.0204159	-0.0010100	-0.0088464	0.0068264
SBM	4	-0.0423500	-0.0552627	-0.0294373	-0.0084300	-0.0147698	-0.0020902
SBM	5	-0.0561100	-0.0707789	-0.0414411	-0.0137600	-0.0208162	-0.0067038
SBM	6	-0.0637800	-0.0824325	-0.0451275	-0.0076700	-0.0164037	0.0010637
SBM	7	-0.0709400	-0.0922895	-0.0495905	-0.0071600	-0.0150940	0.0007740
SBM	8	-0.0864800	-0.1083835	-0.0645765	-0.0155400	-0.0225760	-0.0085040
SBM	9	-0.0944700	-0.1180653	-0.0708747	-0.0079900	-0.0153741	-0.0006059
SBM	10	-0.1050200	-0.1313867	-0.0786533	-0.0105500	-0.0184038	-0.0026962
SBM	11	-0.1150600	-0.1426297	-0.0874903	-0.0100400	-0.0172887	-0.0027913
SBM	12	-0.1224700	-0.1517871	-0.0931529	-0.0074100	-0.0156250	0.0008050
SBM	13	-0.1259500	-0.1569185	-0.0949815	-0.0034800	-0.0123412	0.0053812
SBM	14	-0.1403600	-0.1708943	-0.1098257	-0.0144100	-0.0229852	-0.0058348
SBM	15	-0.1458900	-0.1796607	-0.1121193	-0.0055300	-0.0145015	0.0034415
SBM	16	-0.1549800	-0.1899962	-0.1199638	-0.0090900	-0.0163796	-0.0018004
SBM	17	-0.1551000	-0.1901968	-0.1200032	-0.0001200	-0.0091156	0.0088756
SBM	18	-0.1614600	-0.1977833	-0.1251367	-0.0063600	-0.0144795	0.0017595
SBM	19	-0.1652500	-0.2013532	-0.1291468	-0.0037900	-0.0125776	0.0049976
SBM	20	-0.1709200	-0.2064626	-0.1353774	-0.0056700	-0.0131787	0.0018387
