model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
SBM	1	-0.0376454	-0.0488086	-0.0264823	-0.0376454	-0.0488086	-0.0264823
SBM	2	-0.0668778	-0.0839337	-0.0498219	-0.0292324	-0.0400189	-0.0184458
SBM	3	-0.0869604	-0.1082838	-0.0656370	-0.0200826	-0.0330876	-0.0070777
SBM	4	-0.1115869	-0.1346523	-0.0885216	-0.0246265	-0.0358677	-0.0133853
SBM	5	-0.1288399	-0.1540234	-0.1036565	-0.0172530	-0.0292711	-0.0052349
SBM	6	-0.1478554	-0.1772507	-0.1184602	-0.0190155	-0.0310665	-0.0069645
SBM	7	-0.1757246	-0.2075525	-0.1438967	-0.0278692	-0.0394925	-0.0162459
SBM	8	-0.2082203	-0.2421587	-0.1742819	-0.0324957	-0.0443767	-0.0206146
SBM	9	-0.2163373	-0.2544854	-0.1781893	-0.0081170	-0.0183446	0.0021105
SBM	10	-0.2442892	-0.2856741	-0.2029042	-0.0279518	-0.0389745	-0.0169291
SBM	11	-0.2491497	-0.2941946	-0.2041049	-0.0048606	-0.0191461	0.0094249
SBM	12	-0.2697969	-0.3197895	-0.2198043	-0.0206472	-0.0333569	-0.0079374
SBM	13	-0.2926678	-0.3446802	-0.2406555	-0.0228709	-0.0360622	-0.0096796
SBM	14	-0.3173769	-0.3680935	-0.2666604	-0.0247091	-0.0354732	-0.0139451
SBM	15	-0.3439862	-0.3976548	-0.2903177	-0.0266093	-0.0380736	-0.0151450
SBM	16	-0.3637384	-0.4178516	-0.3096251	-0.0197522	-0.0286414	-0.0108629
SBM	17	-0.3766540	-0.4327296	-0.3205785	-0.0129157	-0.0242356	-0.0015958
SBM	18	-0.3892324	-0.4442067	-0.3342580	-0.0125783	-0.0249259	-0.0002308
SBM	19	-0.4091497	-0.4651662	-0.3531332	-0.0199174	-0.0331602	-0.0066746
SBM	20	-0.4211497	-0.4761810	-0.3661185	-0.0120000	-0.0239386	-0.0000614
