model	gen	abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
Erdos-Renyi	1	0.0285601	0.0345730	0.0225472	0.0285601	0.0345730	0.0225472
Erdos-Renyi	2	0.0242117	0.0306088	0.0178147	0.0209534	0.0274250	0.0144818
Erdos-Renyi	3	0.0275709	0.0341385	0.0210033	0.0222294	0.0286239	0.0158348
Erdos-Renyi	4	0.0240916	0.0303080	0.0178752	0.0195732	0.0247716	0.0143748
Erdos-Renyi	5	0.0328401	0.0390241	0.0266562	0.0241057	0.0305209	0.0176906
Erdos-Renyi	6	0.0280222	0.0339989	0.0220455	0.0169957	0.0212095	0.0127820
Erdos-Renyi	7	0.0307314	0.0367125	0.0247503	0.0141641	0.0188850	0.0094431
Erdos-Renyi	8	0.0296405	0.0359344	0.0233465	0.0163863	0.0214121	0.0113606
Erdos-Renyi	9	0.0263717	0.0326155	0.0201279	0.0200895	0.0260730	0.0141060
Erdos-Renyi	10	0.0295309	0.0357206	0.0233411	0.0161174	0.0210483	0.0111866
Erdos-Renyi	11	0.0301944	0.0376074	0.0227814	0.0238161	0.0300023	0.0176300
Erdos-Renyi	12	0.0249602	0.0310263	0.0188941	0.0178746	0.0234391	0.0123100
Erdos-Renyi	13	0.0293662	0.0364089	0.0223235	0.0163079	0.0208987	0.0117172
Erdos-Renyi	14	0.0350636	0.0415485	0.0285787	0.0236041	0.0297980	0.0174102
Erdos-Renyi	15	0.0260258	0.0322014	0.0198501	0.0213267	0.0272263	0.0154271
Erdos-Renyi	16	0.0300472	0.0364147	0.0236797	0.0180314	0.0233589	0.0127039
Erdos-Renyi	17	0.0270132	0.0331256	0.0209007	0.0179999	0.0234251	0.0125747
Erdos-Renyi	18	0.0305965	0.0371453	0.0240476	0.0196805	0.0252374	0.0141236
Erdos-Renyi	19	0.0351490	0.0421887	0.0281093	0.0193531	0.0250036	0.0137027
Erdos-Renyi	20	0.0318017	0.0390921	0.0245113	0.0199374	0.0262294	0.0136455
