model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
BUGGE	1	-0.0018860	-0.0018874	-0.0018846	-0.0018860	-0.0018874	-0.0018846
BUGGE	2	-0.0018817	-0.0018832	-0.0018802	0.0000044	0.0000024	0.0000063
BUGGE	3	-0.0018753	-0.0018772	-0.0018734	0.0000063	0.0000045	0.0000082
BUGGE	4	-0.0018687	-0.0018715	-0.0018659	0.0000066	0.0000034	0.0000098
BUGGE	5	-0.0018612	-0.0018648	-0.0018577	0.0000075	0.0000044	0.0000107
BUGGE	6	-0.0018549	-0.0018592	-0.0018507	0.0000063	0.0000020	0.0000106
BUGGE	7	-0.0018518	-0.0018565	-0.0018471	0.0000031	-0.0000019	0.0000081
BUGGE	8	-0.0018571	-0.0018596	-0.0018547	-0.0000053	-0.0000097	-0.0000009
BUGGE	9	-0.0018494	-0.0018536	-0.0018453	0.0000077	0.0000031	0.0000123
BUGGE	10	-0.0018447	-0.0018496	-0.0018399	0.0000047	-0.0000001	0.0000095
BUGGE	11	-0.0018439	-0.0018503	-0.0018375	0.0000008	-0.0000066	0.0000082
BUGGE	12	-0.0018482	-0.0018529	-0.0018435	-0.0000043	-0.0000116	0.0000030
BUGGE	13	-0.0018474	-0.0018521	-0.0018428	0.0000008	-0.0000051	0.0000066
BUGGE	14	-0.0018507	-0.0018548	-0.0018466	-0.0000033	-0.0000074	0.0000009
BUGGE	15	-0.0018478	-0.0018525	-0.0018432	0.0000029	-0.0000017	0.0000075
BUGGE	16	-0.0018503	-0.0018548	-0.0018458	-0.0000024	-0.0000084	0.0000035
BUGGE	17	-0.0018487	-0.0018531	-0.0018442	0.0000016	-0.0000028	0.0000060
BUGGE	18	-0.0018522	-0.0018564	-0.0018480	-0.0000035	-0.0000087	0.0000016
BUGGE	19	-0.0018492	-0.0018544	-0.0018440	0.0000030	-0.0000025	0.0000085
BUGGE	20	-0.0018500	-0.0018557	-0.0018443	-0.0000008	-0.0000068	0.0000051
