model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
GraphRNN	1	0.0092323	0.0090224	0.0094421	0.0092323	0.0090224	0.0094421
GraphRNN	2	0.0096331	0.0092992	0.0099670	0.0004008	0.0000362	0.0007654
GraphRNN	3	0.0072858	0.0070099	0.0075616	-0.0023473	-0.0027883	-0.0019063
GraphRNN	4	0.0065679	0.0065385	0.0065972	-0.0007179	-0.0010041	-0.0004317
GraphRNN	5	0.0061395	0.0061197	0.0061594	-0.0004284	-0.0004632	-0.0003935
GraphRNN	6	0.0056013	0.0055848	0.0056177	-0.0005383	-0.0005599	-0.0005166
GraphRNN	7	0.0050804	0.0050652	0.0050957	-0.0005208	-0.0005445	-0.0004971
GraphRNN	8	0.0046108	0.0045945	0.0046271	-0.0004697	-0.0004907	-0.0004486
GraphRNN	9	0.0042349	0.0042244	0.0042453	-0.0003759	-0.0003956	-0.0003562
GraphRNN	10	0.0037108	0.0036991	0.0037224	-0.0005241	-0.0005403	-0.0005079
GraphRNN	11	0.0031517	0.0031408	0.0031626	-0.0005590	-0.0005735	-0.0005446
GraphRNN	12	0.0027397	0.0027285	0.0027510	-0.0004120	-0.0004284	-0.0003955
GraphRNN	13	0.0024674	0.0024562	0.0024786	-0.0002723	-0.0002876	-0.0002571
GraphRNN	14	0.0021719	0.0021601	0.0021838	-0.0002955	-0.0003115	-0.0002795
GraphRNN	15	0.0017447	0.0017340	0.0017555	-0.0004272	-0.0004438	-0.0004106
GraphRNN	16	0.0013918	0.0013811	0.0014025	-0.0003530	-0.0003696	-0.0003364
