model	gen	abs_mean	abs95d	abs95u
HRG	0	0.0000000	nan	nan
HRG	1	0.0130301	0.0121744	0.0138857
HRG	2	0.0140564	0.0129182	0.0151946
HRG	3	0.0155059	0.0146401	0.0163717
HRG	4	0.0177274	0.0166135	0.0188412
HRG	5	0.0199688	0.0187766	0.0211610
HRG	6	0.0224610	0.0213413	0.0235807
HRG	7	0.0243438	0.0234311	0.0252566
HRG	8	0.0255929	0.0248629	0.0263229
HRG	9	0.0264898	0.0259096	0.0270700
HRG	10	0.0268535	0.0262490	0.0274579
HRG	11	0.0272873	0.0267042	0.0278704
HRG	12	0.0274774	0.0269341	0.0280208
HRG	13	0.0277159	0.0272295	0.0282023
HRG	14	0.0276837	0.0271946	0.0281728
HRG	15	0.0276125	0.0271209	0.0281042
HRG	16	0.0276475	0.0271971	0.0280980
HRG	17	0.0274636	0.0270303	0.0278969
HRG	18	0.0274565	0.0270261	0.0278870
HRG	19	0.0272936	0.0268634	0.0277237
HRG	20	0.0271424	0.0266935	0.0275912
