model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
GraphRNN	1	0.9000000	0.6990425	1.1009575	0.9000000	0.6990425	1.1009575
GraphRNN	2	2.0000000	nan	nan	1.1000000	0.8990425	1.3009575
GraphRNN	3	3.0000000	nan	nan	1.0000000	nan	nan
GraphRNN	4	4.0000000	nan	nan	1.0000000	nan	nan
GraphRNN	5	5.0000000	nan	nan	1.0000000	nan	nan
GraphRNN	6	6.0000000	nan	nan	1.0000000	nan	nan
GraphRNN	7	7.0000000	nan	nan	1.0000000	nan	nan
GraphRNN	8	8.0000000	nan	nan	1.0000000	nan	nan
GraphRNN	9	9.0000000	nan	nan	1.0000000	nan	nan
GraphRNN	10	9.9800000	9.9398085	10.0201915	0.9800000	0.9398085	1.0201915
GraphRNN	11	10.9800000	10.9398085	11.0201915	1.0000000	0.9425836	1.0574164
GraphRNN	12	12.0000000	nan	nan	1.0200000	0.9798085	1.0601915
GraphRNN	13	12.9800000	12.9398085	13.0201915	0.9800000	0.9398085	1.0201915
GraphRNN	14	14.0000000	nan	nan	1.0200000	0.9798085	1.0601915
GraphRNN	15	14.9800000	14.9398085	15.0201915	0.9800000	0.9398085	1.0201915
GraphRNN	16	15.9400000	15.8718218	16.0081782	0.9600000	0.8796170	1.0403830
