model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
Erdos-Renyi	1	0.7393000	0.7331900	0.7454100	0.7393000	0.7331900	0.7454100
Erdos-Renyi	2	0.7378600	0.7322696	0.7434504	0.1026600	0.0857296	0.1195904
Erdos-Renyi	3	0.7369600	0.7312839	0.7426361	0.1018200	0.0869218	0.1167182
Erdos-Renyi	4	0.7401400	0.7332245	0.7470555	0.1209400	0.1000551	0.1418249
Erdos-Renyi	5	0.7385400	0.7323677	0.7447123	0.1213200	0.1039752	0.1386648
Erdos-Renyi	6	0.7401600	0.7349559	0.7453641	0.1099600	0.0956990	0.1242210
Erdos-Renyi	7	0.7356800	0.7298553	0.7415047	0.1067600	0.0878792	0.1256408
Erdos-Renyi	8	0.7419200	0.7361698	0.7476702	0.1053200	0.0904350	0.1202050
Erdos-Renyi	9	0.7402400	0.7343533	0.7461267	0.0967800	0.0827098	0.1108502
Erdos-Renyi	10	0.7382600	0.7316599	0.7448601	0.0983200	0.0804591	0.1161809
Erdos-Renyi	11	0.7367800	0.7312655	0.7422945	0.1083400	0.0925214	0.1241586
Erdos-Renyi	12	0.7401000	0.7336302	0.7465698	0.1082200	0.0918540	0.1245860
Erdos-Renyi	13	0.7394000	0.7340163	0.7447837	0.1092800	0.0931606	0.1253994
Erdos-Renyi	14	0.7394200	0.7342413	0.7445987	0.0943400	0.0810828	0.1075972
Erdos-Renyi	15	0.7376400	0.7310659	0.7442141	0.0967800	0.0827153	0.1108447
Erdos-Renyi	16	0.7394400	0.7335686	0.7453114	0.0799800	0.0664329	0.0935271
Erdos-Renyi	17	0.7346800	0.7282557	0.7411043	0.1050000	0.0880454	0.1219546
Erdos-Renyi	18	0.7404400	0.7334039	0.7474761	0.1133600	0.0976562	0.1290638
Erdos-Renyi	19	0.7367800	0.7306187	0.7429413	0.1085000	0.0911780	0.1258220
Erdos-Renyi	20	0.7392800	0.7344813	0.7440787	0.0998400	0.0849403	0.1147397
