model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
Erdos-Renyi	1	0.5142800	0.5115986	0.5169614	0.5142800	0.5115986	0.5169614
Erdos-Renyi	2	0.5134400	0.5103990	0.5164810	0.0321400	0.0304779	0.0338021
Erdos-Renyi	3	0.5144800	0.5109578	0.5180022	0.0316400	0.0297489	0.0335311
Erdos-Renyi	4	0.5152800	0.5117040	0.5188560	0.0327200	0.0300349	0.0354051
Erdos-Renyi	5	0.5160600	0.5113893	0.5207307	0.0348200	0.0326704	0.0369696
Erdos-Renyi	6	0.5162200	0.5111607	0.5212793	0.0321200	0.0301446	0.0340954
Erdos-Renyi	7	0.5152400	0.5103712	0.5201088	0.0326800	0.0304258	0.0349342
Erdos-Renyi	8	0.5138600	0.5084348	0.5192852	0.0310400	0.0292408	0.0328392
Erdos-Renyi	9	0.5117200	0.5062119	0.5172281	0.0315000	0.0292510	0.0337490
Erdos-Renyi	10	0.5142400	0.5081711	0.5203089	0.0337400	0.0316352	0.0358448
Erdos-Renyi	11	0.5135200	0.5077121	0.5193279	0.0312200	0.0288511	0.0335889
Erdos-Renyi	12	0.5171200	0.5108077	0.5234323	0.0324600	0.0299664	0.0349536
Erdos-Renyi	13	0.5144400	0.5071691	0.5217109	0.0322600	0.0301868	0.0343332
Erdos-Renyi	14	0.5141200	0.5069329	0.5213071	0.0298600	0.0277232	0.0319968
Erdos-Renyi	15	0.5144400	0.5070135	0.5218665	0.0309400	0.0290053	0.0328747
Erdos-Renyi	16	0.5140400	0.5068639	0.5212161	0.0335400	0.0312815	0.0357985
Erdos-Renyi	17	0.5128600	0.5049417	0.5207783	0.0334200	0.0309819	0.0358581
Erdos-Renyi	18	0.5107200	0.5032512	0.5181888	0.0315600	0.0291546	0.0339654
Erdos-Renyi	19	0.5100200	0.5022595	0.5177805	0.0334000	0.0310543	0.0357457
Erdos-Renyi	20	0.5079000	0.4993886	0.5164114	0.0348600	0.0326903	0.0370297
