Percent of connections that are bidirected: 0.9583598219961856
rule_id, collapses, edges_approx, total_cost, rule_details
29, 36, 0, 71804, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  520)  ('type_1'  'type_1')  ('type_1'  520)  (307  520)  (520  307)  (520  746)  (520  995)  (520  1203)  (520  1333)  (746  520)  (995  520)  (1203  520)  (1333  520)]
28, 20, 0, 70112, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  520)  ('type_1'  'type_1')  ('type_1'  520)  (307  520)  (520  307)  (520  746)  (520  995)  (520  1036)  (746  520)  (995  520)  (1036  520)]
39, 12, 0, 69268, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  50)  ('type_1'  'type_1')  ('type_1'  50)  (50  1155)  (50  1283)  (50  1430)  (1155  50)  (1283  50)  (1283  83)  (83  1283)]
23, 25, 0, 67744, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  92)  ('type_1'  'type_1')  ('type_1'  92)  (92  500)  (92  595)  (92  1266)  (500  92)  (595  92)  (1266  92)]
42, 12, 0, 67327, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  50)  ('type_1'  'type_1')  ('type_1'  50)  (50  1283)  (50  1430)  (50  1657)  (1283  50)]
16, 49, 0, 65506, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (289  147)  (289  262)  (262  289)]
11, 32, 0, 64331, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (147  401)  (289  147)  (401  147)]
18, 12, 0, 64060, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  147)  ('type_1'  'type_1')  ('type_1'  147)  (147  401)  (147  1369)  (401  147)]
0, 140, 9, 62289, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (289  147)]
17, 55, 0, 62265, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  147)  ('type_1'  'type_1')  ('type_1'  147)  (147  1369)]
33, 38, 0, 61802, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  (845  846)  (846  845)]
66, 4, 0, 61739, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  85)  ('type_1'  'type_1')  ('type_1'  85)  (85  149)  (149  148)  (148  149)]
0, 3, 0, 61711, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (289  147)]
216, 2, 0, 61700, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  108)  ('type_1'  'type_1')  ('type_1'  108)  (1157  108)  (1157  1158)  (1158  1157)]
143, 2, 0, 61593, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1179)  ('type_0'  398)  ('type_1'  'type_1')  ('type_1'  1179)  ('type_1'  398)  (398  664)  (664  398)  (664  1179)  (1179  664)]
11, 1, 0, 61566, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (147  401)  (289  147)  (401  147)]
0, 2, 0, 61551, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (289  147)]
11, 1, 1, 61527, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (147  401)  (289  147)  (401  147)]
0, 14, 12, 61380, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (289  147)]
11, 4, 8, 61263, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (147  401)  (289  147)  (401  147)]
0, 2, 4, 61256, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (289  147)]
11, 1, 2, 61235, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (147  401)  (289  147)  (401  147)]
0, 1, 2, 61237, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (289  147)]
11, 1, 2, 61216, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (147  401)  (289  147)  (401  147)]
0, 13, 26, 61110, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (289  147)]
11, 1, 2, 61089, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (147  401)  (289  147)  (401  147)]
0, 2, 4, 61082, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (289  147)]
11, 1, 2, 61061, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (147  401)  (289  147)  (401  147)]
0, 3, 6, 61045, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (289  147)]
11, 1, 2, 61024, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (147  401)  (289  147)  (401  147)]
0, 2, 4, 61017, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (289  147)]
11, 1, 2, 60996, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (147  401)  (289  147)  (401  147)]
0, 5, 10, 60962, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (289  147)]
11, 1, 2, 60941, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (147  401)  (289  147)  (401  147)]
0, 2, 2, 60930, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (289  147)]
11, 2, 4, 60877, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (147  401)  (289  147)  (401  147)]
282, 1, 0, 60904, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  637)  ('type_1'  'type_1')  ('type_1'  78)  (1383  78)  (637  1383)]
0, 18, 32, 60745, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (289  147)]
11, 2, 5, 60695, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (147  401)  (289  147)  (401  147)]
0, 5, 10, 60661, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (289  147)]
11, 4, 8, 60544, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (147  401)  (289  147)  (401  147)]
0, 5, 10, 60510, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (289  147)]
13, 2, 4, 60447, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  150)  ('type_1'  'type_1')  ('type_1'  150)  (147  289)  (147  379)  (289  147)  (379  147)  (379  150)  (150  379)]
11, 2, 4, 60394, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (147  401)  (289  147)  (401  147)]
0, 4, 6, 60365, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (289  147)]
13, 1, 3, 60322, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  150)  ('type_1'  'type_1')  ('type_1'  150)  (147  289)  (147  379)  (289  147)  (379  147)  (379  150)  (150  379)]
0, 5, 6, 60280, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (289  147)]
11, 1, 2, 60259, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (147  401)  (289  147)  (401  147)]
0, 2, 4, 60252, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (289  147)]
11, 2, 4, 60199, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (147  401)  (289  147)  (401  147)]
0, 2, 2, 60188, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (289  147)]
11, 1, 2, 60167, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  289)  ('type_1'  'type_1')  ('type_1'  289)  (147  289)  (147  401)  (289  147)  (401  147)]
