Percent of connections that are bidirected: 0.9583598219961856
rule_id, collapses, edges_approx, total_cost, rule_details
40, 36, 0, 71804, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  50)  ('type_1'  'type_1')  ('type_1'  50)  (50  193)  (50  461)  (50  468)  (50  1155)  (50  1622)  (193  50)  (461  50)  (468  50)  (1155  50)  (1622  50)]
39, 20, 0, 70112, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  50)  ('type_1'  'type_1')  ('type_1'  50)  (50  193)  (50  461)  (50  1103)  (50  1155)  (193  50)  (461  50)  (1103  50)  (1155  50)]
31, 24, 0, 68939, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  50)  ('type_1'  'type_1')  ('type_1'  50)  (50  152)  (50  1155)  (50  1430)  (152  50)  (1155  50)]
19, 20, 0, 67730, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  394)  ('type_1'  'type_1')  ('type_1'  394)  (394  560)  (394  686)  (394  1550)  (560  394)  (686  394)  (1550  394)]
17, 42, 0, 66175, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1012)  ('type_1'  'type_1')  ('type_1'  1012)  (1012  1385)  (1012  1648)  (1385  1012)  (1648  1012)]
37, 8, 0, 65914, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  50)  ('type_1'  'type_1')  ('type_1'  50)  (50  1155)  (50  1430)  (50  1657)  (1155  50)]
41, 8, 0, 65843, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  50)  ('type_1'  'type_1')  ('type_1'  50)  (50  1430)  (50  1657)]
30, 9, 0, 65650, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  50)  ('type_1'  'type_1')  ('type_1'  50)  (50  1155)  (50  1430)  (1155  50)]
0, 217, 0, 62860, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  86)  ('type_1'  'type_1')  ('type_1'  86)  (86  823)  (823  86)]
18, 40, 0, 62851, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  904)  ('type_1'  'type_1')  ('type_1'  904)  (904  1691)]
44, 38, 0, 62388, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  (1212  1213)  (1213  1212)]
0, 6, 0, 62321, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  86)  ('type_1'  'type_1')  ('type_1'  86)  (86  823)  (823  86)]
43, 4, 0, 62300, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  ('type_1'  993)  (992  993)  (993  992)]
18, 4, 0, 62307, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  904)  ('type_1'  'type_1')  ('type_1'  904)  (904  1691)]
23, 2, 0, 62296, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  231)  ('type_1'  'type_1')  ('type_1'  231)  (231  1202)  (1202  231)  (465  1202)]
0, 21, 17, 62068, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  86)  ('type_1'  'type_1')  ('type_1'  86)  (86  823)  (823  86)]
65, 2, 0, 62073, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1157)  ('type_1'  'type_1')  (1157  1158)  (1158  1157)]
28, 4, 1, 62102, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  78)  ('type_1'  'type_1')  ('type_1'  78)  (1383  78)]
10, 3, 6, 61982, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  269)  ('type_1'  'type_1')  ('type_1'  269)  (86  87)  (86  823)  (87  86)  (87  269)  (823  86)  (269  87)]
0, 2, 4, 61975, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  86)  ('type_1'  'type_1')  ('type_1'  86)  (86  823)  (823  86)]
28, 1, 1, 61987, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  78)  ('type_1'  'type_1')  ('type_1'  78)  (1383  78)]
0, 6, 12, 61944, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  86)  ('type_1'  'type_1')  ('type_1'  86)  (86  823)  (823  86)]
10, 1, 3, 61901, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  269)  ('type_1'  'type_1')  ('type_1'  269)  (86  87)  (86  823)  (87  86)  (87  269)  (823  86)  (269  87)]
0, 2, 2, 61890, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  86)  ('type_1'  'type_1')  ('type_1'  86)  (86  823)  (823  86)]
1, 6, 13, 61742, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  87)  ('type_1'  'type_1')  ('type_1'  87)  (86  87)  (86  823)  (87  86)  (823  86)]
0, 1, 2, 61744, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  86)  ('type_1'  'type_1')  ('type_1'  86)  (86  823)  (823  86)]
1, 4, 8, 61627, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  87)  ('type_1'  'type_1')  ('type_1'  87)  (86  87)  (86  823)  (87  86)  (823  86)]
0, 1, 0, 61625, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  86)  ('type_1'  'type_1')  ('type_1'  86)  (86  823)  (823  86)]
1, 4, 8, 61508, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  87)  ('type_1'  'type_1')  ('type_1'  87)  (86  87)  (86  823)  (87  86)  (823  86)]
0, 1, 2, 61510, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  86)  ('type_1'  'type_1')  ('type_1'  86)  (86  823)  (823  86)]
1, 1, 2, 61489, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  87)  ('type_1'  'type_1')  ('type_1'  87)  (86  87)  (86  823)  (87  86)  (823  86)]
0, 7, 14, 61437, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  86)  ('type_1'  'type_1')  ('type_1'  86)  (86  823)  (823  86)]
1, 2, 4, 61384, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  87)  ('type_1'  'type_1')  ('type_1'  87)  (86  87)  (86  823)  (87  86)  (823  86)]
0, 3, 6, 61368, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  86)  ('type_1'  'type_1')  ('type_1'  86)  (86  823)  (823  86)]
1, 1, 2, 61347, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  87)  ('type_1'  'type_1')  ('type_1'  87)  (86  87)  (86  823)  (87  86)  (823  86)]
0, 6, 12, 61304, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  86)  ('type_1'  'type_1')  ('type_1'  86)  (86  823)  (823  86)]
10, 1, 2, 61258, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  269)  ('type_1'  'type_1')  ('type_1'  269)  (86  87)  (86  823)  (87  86)  (87  269)  (823  86)  (269  87)]
1, 1, 2, 61237, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  87)  ('type_1'  'type_1')  ('type_1'  87)  (86  87)  (86  823)  (87  86)  (823  86)]
0, 2, 4, 61230, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  86)  ('type_1'  'type_1')  ('type_1'  86)  (86  823)  (823  86)]
1, 1, 2, 61209, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  87)  ('type_1'  'type_1')  ('type_1'  87)  (86  87)  (86  823)  (87  86)  (823  86)]
0, 17, 34, 61067, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  86)  ('type_1'  'type_1')  ('type_1'  86)  (86  823)  (823  86)]
1, 2, 4, 61014, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  87)  ('type_1'  'type_1')  ('type_1'  87)  (86  87)  (86  823)  (87  86)  (823  86)]
0, 5, 8, 60976, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  86)  ('type_1'  'type_1')  ('type_1'  86)  (86  823)  (823  86)]
1, 1, 2, 60955, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  87)  ('type_1'  'type_1')  ('type_1'  87)  (86  87)  (86  823)  (87  86)  (823  86)]
0, 7, 14, 60903, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  86)  ('type_1'  'type_1')  ('type_1'  86)  (86  823)  (823  86)]
10, 1, 2, 60857, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  269)  ('type_1'  'type_1')  ('type_1'  269)  (86  87)  (86  823)  (87  86)  (87  269)  (823  86)  (269  87)]
0, 55, 106, 60365, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  86)  ('type_1'  'type_1')  ('type_1'  86)  (86  823)  (823  86)]
1, 1, 2, 60344, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  87)  ('type_1'  'type_1')  ('type_1'  87)  (86  87)  (86  823)  (87  86)  (823  86)]
0, 1, 2, 60346, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  86)  ('type_1'  'type_1')  ('type_1'  86)  (86  823)  (823  86)]
