Percent of connections that are bidirected: 0.9583598219961856
rule_id, collapses, edges_approx, total_cost, rule_details
12, 36, 0, 71804, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  641)  ('type_1'  'type_1')  ('type_1'  641)  (641  642)  (641  915)  (641  1001)  (641  1350)  (641  1537)  (642  641)  (915  641)  (1001  641)  (1350  641)  (1537  641)]
11, 21, 0, 70024, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  641)  ('type_1'  'type_1')  ('type_1'  641)  (641  642)  (641  904)  (641  1350)  (641  1537)  (642  641)  (904  641)  (1350  641)  (1537  641)]
58, 12, 0, 69180, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  108)  ('type_1'  'type_1')  ('type_1'  108)  (108  792)  (108  1497)  (108  1540)  (792  108)  (792  793)  (1540  108)  (793  792)]
2, 25, 0, 67656, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  311)  ('type_1'  'type_1')  ('type_1'  311)  (311  678)  (311  701)  (311  1102)  (678  311)  (701  311)  (1102  311)]
87, 12, 0, 67239, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  222)  ('type_1'  'type_1')  ('type_1'  222)  (15  222)  (222  15)  (222  646)  (222  1681)]
1, 55, 2, 65196, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  311)  ('type_1'  'type_1')  ('type_1'  311)  (311  678)  (311  1102)  (678  311)  (1102  311)]
5, 32, 0, 64021, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  350)  ('type_1'  'type_1')  ('type_1'  350)  (311  1102)  (1102  311)  (1102  350)  (350  1102)]
62, 14, 0, 63698, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  108)  ('type_1'  'type_1')  ('type_1'  108)  (108  1497)  (108  1540)  (1540  108)]
0, 95, 0, 62494, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  311)  ('type_1'  'type_1')  ('type_1'  311)  (311  1102)  (1102  311)]
62, 2, 0, 62453, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  108)  ('type_1'  'type_1')  ('type_1'  108)  (108  1497)  (108  1540)  (1540  108)]
0, 75, 12, 61513, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  311)  ('type_1'  'type_1')  ('type_1'  311)  (311  1102)  (1102  311)]
30, 53, 0, 61491, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  863)  ('type_1'  'type_1')  ('type_1'  863)  (863  1655)]
63, 5, 0, 61517, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  108)  ('type_1'  'type_1')  ('type_1'  108)  (1157  108)]
5, 1, 0, 61490, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  350)  ('type_1'  'type_1')  ('type_1'  350)  (311  1102)  (1102  311)  (1102  350)  (350  1102)]
0, 2, 0, 61475, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  311)  ('type_1'  'type_1')  ('type_1'  311)  (311  1102)  (1102  311)]
84, 2, 0, 61368, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1179)  ('type_0'  398)  ('type_1'  'type_1')  ('type_1'  1179)  ('type_1'  398)  (398  664)  (664  398)  (664  1179)  (1179  664)]
5, 2, 0, 61303, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  350)  ('type_1'  'type_1')  ('type_1'  350)  (311  1102)  (1102  311)  (1102  350)  (350  1102)]
0, 9, 7, 61211, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  311)  ('type_1'  'type_1')  ('type_1'  311)  (311  1102)  (1102  311)]
5, 2, 4, 61158, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  350)  ('type_1'  'type_1')  ('type_1'  350)  (311  1102)  (1102  311)  (1102  350)  (350  1102)]
0, 1, 0, 61156, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  311)  ('type_1'  'type_1')  ('type_1'  311)  (311  1102)  (1102  311)]
5, 6, 12, 60975, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  350)  ('type_1'  'type_1')  ('type_1'  350)  (311  1102)  (1102  311)  (1102  350)  (350  1102)]
63, 2, 2, 60988, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  108)  ('type_1'  'type_1')  ('type_1'  108)  (1157  108)]
0, 6, 12, 60945, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  311)  ('type_1'  'type_1')  ('type_1'  311)  (311  1102)  (1102  311)]
