Percent of connections that are bidirected: 0.9583598219961856
rule_id, collapses, edges_approx, total_cost, rule_details
12, 36, 0, 71804, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  389)  ('type_1'  'type_1')  ('type_1'  389)  (389  562)  (389  612)  (389  635)  (389  1066)  (389  1496)  (562  389)  (612  389)  (635  389)  (1066  389)  (1496  389)]
11, 21, 0, 70024, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  389)  ('type_1'  'type_1')  ('type_1'  389)  (389  467)  (389  562)  (389  612)  (389  1066)  (467  389)  (562  389)  (612  389)  (1066  389)]
9, 27, 0, 68374, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  389)  ('type_1'  'type_1')  ('type_1'  389)  (389  393)  (389  612)  (389  907)  (393  389)  (612  389)  (907  389)]
2, 17, 0, 67558, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  389)  ('type_1'  'type_1')  ('type_1'  389)  (389  612)  (389  681)  (389  1417)  (612  389)  (1417  389)]
14, 10, 0, 67099, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  389)  ('type_1'  'type_1')  ('type_1'  389)  (389  393)  (389  681)  (393  389)  (393  394)  (394  393)]
8, 44, 0, 65468, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  389)  ('type_1'  'type_1')  ('type_1'  389)  (389  612)  (389  1417)  (612  389)  (1417  389)]
16, 34, 0, 64217, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  389)  ('type_1'  'type_1')  ('type_1'  389)  (389  393)  (393  389)  (393  394)  (394  393)]
1, 19, 0, 63764, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  389)  ('type_1'  'type_1')  ('type_1'  389)  (389  612)  (389  681)  (612  389)]
15, 9, 0, 63679, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  389)  ('type_1'  'type_1')  ('type_1'  389)  (389  681)  (389  1678)]
14, 1, 0, 63639, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  389)  ('type_1'  'type_1')  ('type_1'  389)  (389  393)  (389  681)  (393  389)  (393  394)  (394  393)]
