Percent of connections that are bidirected: 0.9583598219961856
rule_id, collapses, edges_approx, total_cost, rule_details
6, 36, 0, 71804, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  252)  ('type_1'  'type_1')  ('type_1'  252)  (252  357)  (252  834)  (252  1504)  (252  1637)  (252  1696)  (357  252)  (834  252)  (1504  252)  (1637  252)  (1696  252)]
5, 20, 1, 70116, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  252)  ('type_1'  'type_1')  ('type_1'  252)  (252  834)  (252  997)  (252  1504)  (252  1696)  (834  252)  (997  252)  (1504  252)  (1696  252)]
53, 12, 0, 69272, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  776)  ('type_1'  'type_1')  ('type_1'  776)  (298  299)  (299  298)  (299  776)  (776  299)  (776  777)  (776  1697)  (777  776)]
3, 26, 0, 67685, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  252)  ('type_1'  'type_1')  ('type_1'  252)  (252  520)  (252  834)  (252  1288)  (520  252)  (834  252)  (1288  252)]
20, 12, 0, 67268, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  239)  ('type_1'  'type_1')  ('type_1'  239)  (239  1056)  (239  1107)  (239  1331)  (1056  239)]
1, 48, 1, 65488, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  458)  ('type_1'  'type_1')  ('type_1'  458)  (458  652)  (458  936)  (652  458)  (936  458)]
9, 32, 0, 64313, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  269)  ('type_1'  'type_1')  ('type_1'  269)  (252  834)  (834  252)  (834  269)  (269  834)]
12, 13, 0, 64016, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  350)  ('type_1'  'type_1')  ('type_1'  350)  (350  516)  (350  678)  (678  350)]
0, 131, 2, 62348, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1355)  ('type_1'  'type_1')  ('type_1'  1355)  (1029  1355)  (1355  1029)]
11, 55, 0, 62324, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  350)  ('type_1'  'type_1')  ('type_1'  350)  (350  516)]
