Percent of connections that are bidirected: 0.9583598219961856
rule_id, collapses, edges_approx, total_cost, rule_details
4, 36, 0, 71804, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  328)  (328  392)  (328  454)  (328  719)  (328  1031)  (328  1548)  (392  328)  (454  328)  (719  328)  (1031  328)  (1548  328)]
3, 20, 0, 70112, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  328)  (328  392)  (328  454)  (328  903)  (328  1031)  (392  328)  (454  328)  (903  328)  (1031  328)]
40, 12, 0, 69268, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  222)  ('type_1'  'type_1')  ('type_1'  222)  (222  646)  (222  1233)  (222  1290)  (1233  222)  (1290  222)  (1290  700)  (700  1290)]
2, 25, 0, 67744, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  328)  (328  392)  (328  454)  (328  1031)  (392  328)  (454  328)  (1031  328)]
28, 12, 0, 67327, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  222)  ('type_1'  'type_1')  ('type_1'  222)  (222  646)  (222  1030)  (222  1681)  (1030  222)]
1, 49, 0, 65506, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  328)  (328  454)  (328  1031)  (454  328)  (1031  328)]
12, 32, 0, 64331, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  328)  (328  1095)  (1095  328)  (1095  524)  (524  1095)]
25, 12, 0, 64060, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  465)  ('type_1'  'type_1')  ('type_1'  465)  (465  577)  (465  1202)  (577  465)]
0, 129, 0, 62414, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  328)  (328  454)  (454  328)]
27, 50, 0, 62395, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  465)  ('type_1'  'type_1')  ('type_1'  465)  (465  1202)]
60, 38, 0, 61932, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  (1477  1478)  (1478  1477)]
0, 6, 0, 61865, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  328)  ('type_1'  'type_1')  ('type_1'  328)  (328  454)  (454  328)]
27, 7, 0, 61869, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  465)  ('type_1'  'type_1')  ('type_1'  465)  (465  1202)]
56, 4, 0, 61806, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  11)  ('type_1'  'type_1')  ('type_1'  11)  (11  1451)  (1451  1452)  (1452  1451)]
171, 2, 0, 61795, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  108)  ('type_1'  'type_1')  ('type_1'  108)  (1157  108)  (1157  1158)  (1158  1157)]
106, 2, 0, 61784, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1058)  ('type_1'  'type_1')  ('type_1'  1058)  (705  1057)  (1057  1058)  (1058  1057)]
