Percent of connections that are bidirected: 0.9583598219961856
rule_id, collapses, edges_approx, total_cost, rule_details
2, 15, 0, 74300, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (215  437)  (215  807)]
63, 13, 0, 74159, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  602)  ('type_1'  'type_1')  ('type_1'  602)  (215  807)  (602  215)]
127, 56, 0, 74134, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  770)  ('type_1'  'type_1')  ('type_1'  76)  (76  770)]
0, 80, 17, 74119, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (215  807)]
127, 13, 0, 74117, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  770)  ('type_1'  'type_1')  ('type_1'  76)  (76  770)]
102, 3, 0, 74145, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (1064  215)]
264, 1, 1, 74163, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  30)  ('type_1'  'type_1')  ('type_1'  30)  (30  503)  (503  30)  (777  30)]
102, 1, 1, 74175, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (1064  215)]
0, 1, 1, 74187, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (215  807)]
102, 4, 4, 74202, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (1064  215)]
0, 1, 1, 74214, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (215  807)]
102, 6, 6, 74231, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (1064  215)]
0, 2, 2, 74244, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (215  807)]
102, 1, 1, 74256, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (1064  215)]
0, 3, 3, 74270, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (215  807)]
127, 1, 0, 74280, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  770)  ('type_1'  'type_1')  ('type_1'  76)  (76  770)]
0, 1, 1, 74292, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (215  807)]
102, 6, 6, 74309, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (1064  215)]
0, 7, 7, 74327, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (215  807)]
102, 3, 3, 74341, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (1064  215)]
0, 1, 1, 74353, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (215  807)]
102, 3, 3, 74367, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (1064  215)]
0, 3, 3, 74381, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (215  807)]
102, 1, 1, 74393, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (1064  215)]
0, 17, 17, 74421, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (215  807)]
102, 5, 5, 74437, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (1064  215)]
0, 2, 2, 74450, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (215  807)]
102, 1, 1, 74462, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (1064  215)]
0, 1, 1, 74474, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (215  807)]
102, 3, 3, 74488, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  215)  ('type_1'  'type_1')  ('type_1'  215)  (1064  215)]
