Percent of connections that are bidirected: 0.9583598219961856
rule_id, collapses, edges_approx, total_cost, rule_details
31, 36, 0, 71804, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  16)  ('type_1'  'type_1')  ('type_1'  16)  (15  16)  (16  15)  (16  649)  (16  1427)  (16  1545)  (16  1560)  (649  16)  (1427  16)  (1545  16)  (1560  16)]
30, 21, 0, 70024, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  16)  ('type_1'  'type_1')  ('type_1'  16)  (15  16)  (16  15)  (16  649)  (16  1427)  (16  1545)  (649  16)  (1427  16)  (1545  16)]
138, 12, 0, 69180, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  389)  ('type_1'  'type_1')  ('type_1'  389)  (389  393)  (389  612)  (389  681)  (393  389)  (393  394)  (612  389)  (394  393)]
2, 25, 0, 67656, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  123)  ('type_1'  'type_1')  ('type_1'  123)  (123  207)  (123  721)  (123  1219)  (207  123)  (721  123)  (1219  123)]
36, 12, 0, 67239, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  222)  ('type_1'  'type_1')  ('type_1'  222)  (15  222)  (222  15)  (222  646)  (222  1681)]
1, 52, 0, 65304, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  123)  ('type_1'  'type_1')  ('type_1'  123)  (123  455)  (123  1219)  (455  123)  (1219  123)]
6, 32, 0, 64129, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  123)  ('type_1'  'type_1')  ('type_1'  123)  (123  207)  (207  123)  (207  206)  (206  207)]
26, 14, 0, 63806, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  182)  ('type_1'  'type_1')  ('type_1'  182)  (182  183)  (182  504)  (504  182)]
0, 83, 0, 62758, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  983)  ('type_1'  'type_1')  ('type_1'  983)  (983  1376)  (1376  983)]
26, 2, 0, 62717, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  182)  ('type_1'  'type_1')  ('type_1'  182)  (182  183)  (182  504)  (504  182)]
