Percent of connections that are bidirected: 0.9583598219961856
rule_id, collapses, edges_approx, total_cost, rule_details
19, 36, 0, 71804, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  492)  ('type_1'  'type_1')  ('type_1'  492)  (463  492)  (492  463)  (492  911)  (492  1048)  (492  1175)  (492  1601)  (911  492)  (1048  492)  (1175  492)  (1601  492)]
18, 20, 0, 70112, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  492)  ('type_1'  'type_1')  ('type_1'  492)  (463  492)  (492  463)  (492  596)  (492  911)  (492  1601)  (596  492)  (911  492)  (1601  492)]
6, 11, 0, 69344, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  492)  ('type_1'  'type_1')  ('type_1'  492)  (463  492)  (463  1109)  (492  463)  (492  1170)  (492  1601)  (1109  463)  (1601  492)]
14, 25, 0, 67820, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  492)  ('type_1'  'type_1')  ('type_1'  492)  (463  492)  (492  463)  (492  1473)  (492  1601)  (1473  492)  (1601  492)]
23, 12, 0, 67403, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  492)  ('type_1'  'type_1')  ('type_1'  492)  (463  492)  (492  463)  (492  987)  (492  1170)]
13, 50, 0, 65544, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  492)  ('type_1'  'type_1')  ('type_1'  492)  (463  492)  (492  463)  (492  897)  (897  492)]
1, 33, 0, 64331, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  830)  ('type_1'  'type_1')  ('type_1'  830)  (830  902)  (902  830)  (902  1123)  (1123  902)]
22, 12, 0, 64060, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  492)  ('type_1'  'type_1')  ('type_1'  492)  (463  492)  (492  463)  (492  1170)]
0, 151, 18, 62164, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  830)  ('type_1'  'type_1')  ('type_1'  830)  (830  902)  (902  830)]
26, 53, 0, 62142, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  999)  ('type_1'  'type_1')  ('type_1'  999)  (999  78)]
25, 38, 0, 61679, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  (841  842)  (842  841)]
27, 4, 0, 61616, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  999)  ('type_1'  'type_1')  ('type_1'  999)  (78  348)  (348  78)  (999  78)]
178, 2, 0, 61605, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  108)  ('type_1'  'type_1')  ('type_1'  108)  (1157  108)  (1157  1158)  (1158  1157)]
117, 2, 0, 61498, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1059)  ('type_0'  925)  ('type_1'  'type_1')  ('type_1'  1059)  ('type_1'  925)  (925  1185)  (1185  925)  (1185  1059)  (1059  1185)]
1, 1, 0, 61471, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  830)  ('type_1'  'type_1')  ('type_1'  830)  (830  902)  (902  830)  (902  1123)  (1123  902)]
