model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
BUGGE	1	0.5742800	0.5738134	0.5747466	0.5742800	0.5738134	0.5747466
BUGGE	2	0.5665800	0.5658423	0.5673177	0.0624400	0.0605269	0.0643531
BUGGE	3	0.5635600	0.5628379	0.5642821	0.0504400	0.0483617	0.0525183
BUGGE	4	0.5637000	0.5618732	0.5655268	0.0691400	0.0410334	0.0972466
BUGGE	5	0.5615000	0.5607823	0.5622177	0.0724600	0.0434360	0.1014840
BUGGE	6	0.5622400	0.5609001	0.5635799	0.0649600	0.0444035	0.0855165
BUGGE	7	0.5624600	0.5608368	0.5640832	0.0763000	0.0467411	0.1058589
BUGGE	8	0.5627800	0.5612041	0.5643559	0.0543400	0.0521270	0.0565530
BUGGE	9	0.5629600	0.5621813	0.5637387	0.0669200	0.0447671	0.0890729
BUGGE	10	0.5646400	0.5633642	0.5659158	0.0673800	0.0452768	0.0894832
BUGGE	11	0.5664000	0.5645871	0.5682129	0.0920600	0.0548057	0.1293143
BUGGE	12	0.5674600	0.5659914	0.5689286	0.0903600	0.0526328	0.1280872
BUGGE	13	0.5697200	0.5676002	0.5718398	0.0997200	0.0556648	0.1437752
BUGGE	14	0.5700400	0.5684994	0.5715806	0.0982400	0.0530044	0.1434756
BUGGE	15	0.5715200	0.5706045	0.5724355	0.0678600	0.0438079	0.0919121
BUGGE	16	0.5728600	0.5719130	0.5738070	0.0582800	0.0556683	0.0608917
BUGGE	17	0.5753800	0.5740045	0.5767555	0.0660800	0.0418364	0.0903236
BUGGE	18	0.5773200	0.5758080	0.5788320	0.0775400	0.0432526	0.1118274
BUGGE	19	0.5804800	0.5785066	0.5824534	0.1026800	0.0542668	0.1510932
BUGGE	20	0.5820600	0.5807963	0.5833237	0.1053400	0.0567951	0.1538849
