model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
Erdos-Renyi	1	0.6434800	0.6378446	0.6491154	0.6434800	0.6378446	0.6491154
Erdos-Renyi	2	0.6445200	0.6385852	0.6504548	0.1076600	0.0867973	0.1285227
Erdos-Renyi	3	0.6371200	0.6332103	0.6410297	0.0973400	0.0808210	0.1138590
Erdos-Renyi	4	0.6403200	0.6354482	0.6451918	0.0715600	0.0603399	0.0827801
Erdos-Renyi	5	0.6419200	0.6365505	0.6472895	0.0865800	0.0719073	0.1012527
Erdos-Renyi	6	0.6404000	0.6351242	0.6456758	0.1018600	0.0834642	0.1202558
Erdos-Renyi	7	0.6425000	0.6376514	0.6473486	0.0897200	0.0745099	0.1049301
Erdos-Renyi	8	0.6381800	0.6333496	0.6430104	0.0815000	0.0679821	0.0950179
Erdos-Renyi	9	0.6439400	0.6386785	0.6492015	0.0942200	0.0796174	0.1088226
Erdos-Renyi	10	0.6401800	0.6346777	0.6456823	0.1024000	0.0856654	0.1191346
Erdos-Renyi	11	0.6409600	0.6365040	0.6454160	0.0918400	0.0735437	0.1101363
Erdos-Renyi	12	0.6464600	0.6411776	0.6517424	0.0926600	0.0759496	0.1093704
Erdos-Renyi	13	0.6433400	0.6383179	0.6483621	0.0957800	0.0800263	0.1115337
Erdos-Renyi	14	0.6430200	0.6371373	0.6489027	0.0956400	0.0818852	0.1093948
Erdos-Renyi	15	0.6439200	0.6392277	0.6486123	0.0947000	0.0779614	0.1114386
Erdos-Renyi	16	0.6426600	0.6374151	0.6479049	0.0896800	0.0744677	0.1048923
Erdos-Renyi	17	0.6422000	0.6375557	0.6468443	0.0845800	0.0693749	0.0997851
Erdos-Renyi	18	0.6454200	0.6409319	0.6499081	0.0896000	0.0780100	0.1011900
Erdos-Renyi	19	0.6408800	0.6347387	0.6470213	0.1025200	0.0839863	0.1210537
Erdos-Renyi	20	0.6405800	0.6357899	0.6453701	0.0925000	0.0730257	0.1119743
