model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
CNRG	1	0.0120800	0.0101526	0.0140074	0.0120800	0.0101526	0.0140074
CNRG	2	0.0178800	0.0153409	0.0204191	0.0086600	0.0071632	0.0101568
CNRG	3	0.0230000	0.0201080	0.0258920	0.0079600	0.0066723	0.0092477
CNRG	4	0.0264200	0.0228518	0.0299882	0.0088200	0.0076174	0.0100226
CNRG	5	0.0279200	0.0236612	0.0321788	0.0072600	0.0061278	0.0083922
CNRG	6	0.0308800	0.0262106	0.0355494	0.0069000	0.0058027	0.0079973
CNRG	7	0.0356200	0.0306304	0.0406096	0.0082600	0.0068967	0.0096233
CNRG	8	0.0360200	0.0308744	0.0411656	0.0071200	0.0059765	0.0082635
CNRG	9	0.0387000	0.0331090	0.0442910	0.0074200	0.0060170	0.0088230
CNRG	10	0.0416800	0.0362036	0.0471564	0.0071800	0.0060509	0.0083091
CNRG	11	0.0436400	0.0379434	0.0493366	0.0061000	0.0051881	0.0070119
CNRG	12	0.0452600	0.0395840	0.0509360	0.0060400	0.0049798	0.0071002
CNRG	13	0.0468800	0.0411425	0.0526175	0.0063000	0.0052952	0.0073048
CNRG	14	0.0474800	0.0409949	0.0539651	0.0070600	0.0058388	0.0082812
CNRG	15	0.0487200	0.0418386	0.0556014	0.0066000	0.0055351	0.0076649
CNRG	16	0.0508600	0.0436993	0.0580207	0.0060400	0.0050114	0.0070686
CNRG	17	0.0534000	0.0460925	0.0607075	0.0075400	0.0063043	0.0087757
CNRG	18	0.0538000	0.0466563	0.0609437	0.0062200	0.0052070	0.0072330
CNRG	19	0.0554600	0.0483066	0.0626134	0.0058400	0.0048466	0.0068334
CNRG	20	0.0566800	0.0495793	0.0637807	0.0064000	0.0053413	0.0074587
