Percent of connections that are bidirected: 0.005466416966138584
rule_id, collapses, edges_approx, total_cost, rule_details
2, 478, 0, 750487, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5490)  (6450  5489)  (6450  5490)]
13, 1440, 0, 726054, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3013)  ('type_1'  'type_1')  ('type_1'  3013)  (3013  4871)  (3013  9606)]
2, 84, 0, 724640, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5490)  (6450  5489)  (6450  5490)]
13, 164, 71, 722079, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3013)  ('type_1'  'type_1')  ('type_1'  3013)  (3013  4871)  (3013  9606)]
2, 39, 0, 721430, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5490)  (6450  5489)  (6450  5490)]
13, 455, 407, 714930, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3013)  ('type_1'  'type_1')  ('type_1'  3013)  (3013  4871)  (3013  9606)]
2, 12, 0, 714740, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5490)  (6450  5489)  (6450  5490)]
35, 30, 0, 713287, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  335)  ('type_1'  'type_1')  ('type_1'  337)  ('type_1'  340)  ('type_1'  335)  (335  337)  (335  340)]
10, 21, 0, 712977, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  9083)  ('type_1'  'type_1')  (9083  9089)  (9083  9090)]
2, 1, 0, 712974, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5490)  (6450  5489)  (6450  5490)]
4, 13, 0, 712590, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  10375)  ('type_1'  'type_1')  ('type_1'  5489)  ('type_1'  5495)  (10375  5489)  (10375  5495)]
35, 8, 0, 712228, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  335)  ('type_1'  'type_1')  ('type_1'  337)  ('type_1'  340)  ('type_1'  335)  (335  337)  (335  340)]
3, 10, 0, 712105, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6452)  ('type_1'  'type_1')  ('type_1'  6452)  (6450  5489)  (6450  6452)]
55, 8, 0, 712016, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  ('type_1'  1680)  (1679  1680)  (1679  1681)]
27, 8, 0, 711792, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  11612)  ('type_1'  'type_1')  ('type_1'  11612)  ('type_1'  1167)  (11612  1167)  (11612  11723)]
2, 3, 0, 711755, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5490)  (6450  5489)  (6450  5490)]
0, 198, 0, 711594, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5489)  (6450  5489)]
6, 1383, 929, 712106, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3335)  ('type_1'  'type_1')  ('type_1'  3335)  (3335  3334)]
0, 23, 0, 712097, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5489)  (6450  5489)]
105, 6, 0, 712042, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  (9192  9193)  (9192  9194)]
0, 537, 514, 712547, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5489)  (6450  5489)]
72, 35, 0, 712549, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  (12122  12123)]
11, 53, 25, 712583, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3013)  ('type_1'  'type_1')  ('type_1'  3013)  (8385  3013)]
17, 13, 0, 712172, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6416)  ('type_1'  'type_1')  ('type_1'  6416)  ('type_1'  6415)  (6416  6415)]
54, 9, 0, 712200, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  ('type_1'  4302)  (4302  4303)]
47, 8, 0, 712229, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_1'  'type_1')  ('type_1'  8447)  (9263  8447)]
9, 5, 0, 712261, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  10245)  ('type_1'  'type_1')  (10245  10247)]
6, 1, 0, 712274, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3335)  ('type_1'  'type_1')  ('type_1'  3335)  (3335  3334)]
0, 44, 44, 712332, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5489)  (6450  5489)]
17, 7, 7, 712128, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6416)  ('type_1'  'type_1')  ('type_1'  6416)  ('type_1'  6415)  (6416  6415)]
6, 10, 10, 712152, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3335)  ('type_1'  'type_1')  ('type_1'  3335)  (3335  3334)]
17, 19, 19, 711570, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6416)  ('type_1'  'type_1')  ('type_1'  6416)  ('type_1'  6415)  (6416  6415)]
11, 4, 4, 711588, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3013)  ('type_1'  'type_1')  ('type_1'  3013)  (8385  3013)]
23, 8, 7, 711631, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  5244)  ('type_1'  'type_1')  ('type_1'  3026)  (3026  5244)]
0, 6, 6, 711651, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5489)  (6450  5489)]
6, 52, 99, 711811, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3335)  ('type_1'  'type_1')  ('type_1'  3335)  (3335  3334)]
0, 1, 2, 711828, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5489)  (6450  5489)]
6, 1, 2, 711845, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3335)  ('type_1'  'type_1')  ('type_1'  3335)  (3335  3334)]
4, 1, 2, 711818, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  10375)  ('type_1'  'type_1')  ('type_1'  5489)  ('type_1'  5495)  (10375  5489)  (10375  5495)]
35, 1, 2, 711761, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  335)  ('type_1'  'type_1')  ('type_1'  337)  ('type_1'  340)  ('type_1'  335)  (335  337)  (335  340)]
6, 4, 8, 711787, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3335)  ('type_1'  'type_1')  ('type_1'  3335)  (3335  3334)]
0, 1, 2, 711804, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5489)  (6450  5489)]
6, 7, 14, 711839, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3335)  ('type_1'  'type_1')  ('type_1'  3335)  (3335  3334)]
0, 1, 2, 711856, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5489)  (6450  5489)]
6, 1, 2, 711873, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3335)  ('type_1'  'type_1')  ('type_1'  3335)  (3335  3334)]
0, 2, 4, 711893, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5489)  (6450  5489)]
6, 3, 6, 711916, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3335)  ('type_1'  'type_1')  ('type_1'  3335)  (3335  3334)]
0, 2, 4, 711936, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5489)  (6450  5489)]
6, 14, 28, 711992, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3335)  ('type_1'  'type_1')  ('type_1'  3335)  (3335  3334)]
0, 3, 6, 712015, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5489)  (6450  5489)]
6, 6, 12, 712047, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3335)  ('type_1'  'type_1')  ('type_1'  3335)  (3335  3334)]
0, 7, 14, 712082, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5489)  (6450  5489)]
6, 6, 12, 712114, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3335)  ('type_1'  'type_1')  ('type_1'  3335)  (3335  3334)]
0, 2, 4, 712134, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5489)  (6450  5489)]
6, 4, 8, 712160, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3335)  ('type_1'  'type_1')  ('type_1'  3335)  (3335  3334)]
0, 1, 2, 712177, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5489)  (6450  5489)]
6, 8, 16, 712215, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3335)  ('type_1'  'type_1')  ('type_1'  3335)  (3335  3334)]
0, 1, 2, 712232, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5489)  (6450  5489)]
6, 6, 12, 712264, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3335)  ('type_1'  'type_1')  ('type_1'  3335)  (3335  3334)]
0, 1, 2, 712281, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5489)  (6450  5489)]
6, 1, 2, 712298, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3335)  ('type_1'  'type_1')  ('type_1'  3335)  (3335  3334)]
0, 4, 8, 712324, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5489)  (6450  5489)]
6, 3, 6, 712347, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3335)  ('type_1'  'type_1')  ('type_1'  3335)  (3335  3334)]
0, 2, 4, 712367, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5489)  (6450  5489)]
6, 17, 34, 712432, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3335)  ('type_1'  'type_1')  ('type_1'  3335)  (3335  3334)]
0, 8, 16, 712470, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5489)  (6450  5489)]
6, 3, 6, 712493, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3335)  ('type_1'  'type_1')  ('type_1'  3335)  (3335  3334)]
0, 2, 4, 712513, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  6450)  ('type_1'  'type_1')  ('type_1'  5489)  (6450  5489)]
6, 2, 4, 712533, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  3335)  ('type_1'  'type_1')  ('type_1'  3335)  (3335  3334)]
