Percent of connections that are bidirected: 0.21765417170495768
rule_id, collapses, edges_approx, total_cost, rule_details
2, 381, 0, 746050, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  7234)  ('type_1'  'type_1')  ('type_1'  7236)  (7234  3498)  (7234  7235)  (7234  7236)]
21, 667, 0, 724096, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1523)  ('type_1'  'type_1')  ('type_1'  1523)  (1523  8648)  (1523  8649)  (1523  8650)]
2, 44, 0, 722658, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  7234)  ('type_1'  'type_1')  ('type_1'  7236)  (7234  3498)  (7234  7235)  (7234  7236)]
21, 66, 0, 720494, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1523)  ('type_1'  'type_1')  ('type_1'  1523)  (1523  8648)  (1523  8649)  (1523  8650)]
2, 21, 0, 719815, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  7234)  ('type_1'  'type_1')  ('type_1'  7236)  (7234  3498)  (7234  7235)  (7234  7236)]
21, 122, 117, 716154, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1523)  ('type_1'  'type_1')  ('type_1'  1523)  (1523  8648)  (1523  8649)  (1523  8650)]
44, 12, 0, 715425, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  10129)  ('type_1'  'type_1')  ('type_1'  10129)  ('type_1'  10130)  ('type_1'  10131)  (10129  10130)  (10129  10131)  (10129  10132)]
43, 14, 0, 714780, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  10129)  ('type_1'  'type_1')  ('type_1'  10130)  ('type_1'  10131)  (10129  10130)  (10129  10131)  (10129  10132)]
1, 178, 0, 711801, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  7234)  ('type_1'  'type_1')  ('type_1'  7232)  (7234  3498)  (7234  7232)]
20, 430, 178, 705072, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1523)  ('type_1'  'type_1')  ('type_1'  1523)  (1523  8648)  (1523  8649)]
1, 184, 155, 702423, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  7234)  ('type_1'  'type_1')  ('type_1'  7232)  (7234  3498)  (7234  7232)]
46, 6, 0, 702012, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  10129)  ('type_1'  'type_1')  ('type_1'  10129)  ('type_1'  10130)  ('type_1'  10131)  ('type_1'  10132)  (10129  10130)  (10129  10131)  (10129  10132)]
34, 14, 0, 701566, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  732)  ('type_1'  'type_1')  ('type_1'  732)  ('type_1'  3198)  (732  3198)  (732  3362)]
11, 1550, 1071, 702195, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  4063)  ('type_1'  'type_1')  ('type_1'  4063)  (4063  4059)]
0, 260, 83, 702138, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  7234)  ('type_1'  'type_1')  ('type_1'  3498)  (7234  3498)]
19, 37, 3, 702144, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1523)  ('type_1'  'type_1')  ('type_1'  1523)  (8775  1523)]
0, 110, 107, 702262, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  7234)  ('type_1'  'type_1')  ('type_1'  3498)  (7234  3498)]
36, 20, 4, 701702, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  732)  ('type_1'  'type_1')  ('type_1'  732)  ('type_1'  3198)  (732  3198)]
