model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
SBM	1	0.4691000	0.4671291	0.4710709	0.4691000	0.4671291	0.4710709
SBM	2	0.4752000	0.4690161	0.4813839	0.0603800	0.0476104	0.0731496
SBM	3	0.4763200	0.4697959	0.4828441	0.0482200	0.0383543	0.0580857
SBM	4	0.4849000	0.4767884	0.4930116	0.0511800	0.0395132	0.0628468
SBM	5	0.4888400	0.4810541	0.4966259	0.0458600	0.0353484	0.0563716
SBM	6	0.4951600	0.4870258	0.5032942	0.0488800	0.0374556	0.0603044
SBM	7	0.4932600	0.4847912	0.5017288	0.0354800	0.0327709	0.0381891
SBM	8	0.4972000	0.4886989	0.5057011	0.0416600	0.0326901	0.0506299
SBM	9	0.4969000	0.4887410	0.5050590	0.0372600	0.0298752	0.0446448
SBM	10	0.5015800	0.4930959	0.5100641	0.0446200	0.0334260	0.0558140
SBM	11	0.5017800	0.4931715	0.5103885	0.0348200	0.0292074	0.0404326
SBM	12	0.5036400	0.4953038	0.5119762	0.0372200	0.0314619	0.0429781
SBM	13	0.5032200	0.4942321	0.5122079	0.0337200	0.0309856	0.0364544
SBM	14	0.5038800	0.4955721	0.5121879	0.0357400	0.0292884	0.0421916
SBM	15	0.5062400	0.4985236	0.5139564	0.0375800	0.0298877	0.0452723
SBM	16	0.5050600	0.4964699	0.5136501	0.0337800	0.0313656	0.0361944
SBM	17	0.5047800	0.4959434	0.5136166	0.0309400	0.0284128	0.0334672
SBM	18	0.5029200	0.4935751	0.5122649	0.0322200	0.0300463	0.0343937
SBM	19	0.5057600	0.4960131	0.5155069	0.0353800	0.0300132	0.0407468
SBM	20	0.5068400	0.4979509	0.5157291	0.0350600	0.0327112	0.0374088
