model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
CNRG	1	0.1814400	0.1788831	0.1839969	0.1814400	0.1788831	0.1839969
CNRG	2	0.2134200	0.2109860	0.2158540	0.1756800	0.1728952	0.1784648
CNRG	3	0.2382600	0.2355506	0.2409694	0.1683600	0.1658195	0.1709005
CNRG	4	0.2625200	0.2598048	0.2652352	0.1615200	0.1582918	0.1647482
CNRG	5	0.2848600	0.2812638	0.2884562	0.1529200	0.1500671	0.1557729
CNRG	6	0.3119800	0.3081690	0.3157910	0.1494200	0.1462883	0.1525517
CNRG	7	0.3353800	0.3313564	0.3394036	0.1417000	0.1384974	0.1449026
CNRG	8	0.3584800	0.3536300	0.3633300	0.1369200	0.1329554	0.1408846
CNRG	9	0.3817200	0.3761919	0.3872481	0.1324800	0.1290879	0.1358721
CNRG	10	0.4028400	0.3969930	0.4086870	0.1339600	0.1309067	0.1370133
CNRG	11	0.4266800	0.4200268	0.4333332	0.1293000	0.1258554	0.1327446
CNRG	12	0.4521200	0.4453093	0.4589307	0.1300200	0.1255854	0.1344546
CNRG	13	0.4777600	0.4698121	0.4857079	0.1327000	0.1258042	0.1395958
CNRG	14	0.4999600	0.4918576	0.5080624	0.1301000	0.1203363	0.1398637
CNRG	15	0.5253000	0.5166278	0.5339722	0.1280000	0.1207696	0.1352304
CNRG	16	0.5489600	0.5405448	0.5573752	0.1381000	0.1255081	0.1506919
CNRG	17	0.5709400	0.5628983	0.5789817	0.1349600	0.1231449	0.1467751
CNRG	18	0.5919800	0.5836379	0.6003221	0.1336600	0.1209713	0.1463487
CNRG	19	0.6130600	0.6048458	0.6212742	0.1593400	0.1404183	0.1782617
CNRG	20	0.6338200	0.6253699	0.6422701	0.1500800	0.1309908	0.1691692
