model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
SBM	1	0.4725000	0.4677631	0.4772369	0.4725000	0.4677631	0.4772369
SBM	2	0.4736600	0.4686514	0.4786686	0.0948400	0.0923324	0.0973476
SBM	3	0.4734000	0.4686331	0.4781669	0.0934200	0.0911748	0.0956652
SBM	4	0.4751600	0.4699174	0.4804026	0.0927800	0.0902679	0.0952921
SBM	5	0.4747800	0.4691493	0.4804107	0.0944000	0.0918124	0.0969876
SBM	6	0.4763400	0.4709317	0.4817483	0.0935000	0.0912089	0.0957911
SBM	7	0.4774600	0.4713884	0.4835316	0.0912000	0.0888174	0.0935826
SBM	8	0.4757200	0.4696558	0.4817842	0.0920800	0.0904250	0.0937350
SBM	9	0.4768800	0.4704584	0.4833016	0.0907600	0.0885463	0.0929737
SBM	10	0.4760600	0.4691690	0.4829510	0.0917000	0.0895894	0.0938106
SBM	11	0.4770000	0.4697877	0.4842123	0.0931200	0.0911971	0.0950429
SBM	12	0.4766200	0.4698602	0.4833798	0.0917400	0.0897956	0.0936844
SBM	13	0.4787400	0.4723348	0.4851452	0.0901600	0.0879353	0.0923847
SBM	14	0.4795000	0.4723637	0.4866363	0.0904800	0.0882680	0.0926920
SBM	15	0.4771000	0.4698933	0.4843067	0.0896000	0.0875132	0.0916868
SBM	16	0.4788200	0.4713207	0.4863193	0.0889800	0.0864171	0.0915429
SBM	17	0.4780400	0.4701028	0.4859772	0.0902600	0.0880261	0.0924939
SBM	18	0.4785400	0.4699359	0.4871441	0.0909400	0.0895249	0.0923551
SBM	19	0.4784600	0.4701006	0.4868194	0.0870400	0.0848994	0.0891806
SBM	20	0.4777400	0.4691485	0.4863315	0.0895000	0.0872518	0.0917482
