model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
Erdos-Renyi	1	0.6320200	0.6298568	0.6341832	0.6320200	0.6298568	0.6341832
Erdos-Renyi	2	0.6308000	0.6289475	0.6326525	0.1548800	0.1407190	0.1690410
Erdos-Renyi	3	0.6324600	0.6303518	0.6345682	0.1508000	0.1368867	0.1647133
Erdos-Renyi	4	0.6304000	0.6284036	0.6323964	0.1573400	0.1415090	0.1731710
Erdos-Renyi	5	0.6315600	0.6293849	0.6337351	0.1450400	0.1327593	0.1573207
Erdos-Renyi	6	0.6329400	0.6307983	0.6350817	0.1404400	0.1260305	0.1548495
Erdos-Renyi	7	0.6314400	0.6295776	0.6333024	0.1476600	0.1330758	0.1622442
Erdos-Renyi	8	0.6329800	0.6308008	0.6351592	0.1485800	0.1329332	0.1642268
Erdos-Renyi	9	0.6326800	0.6301294	0.6352306	0.1460400	0.1313371	0.1607429
Erdos-Renyi	10	0.6312800	0.6289294	0.6336306	0.1536600	0.1382777	0.1690423
Erdos-Renyi	11	0.6311400	0.6289718	0.6333082	0.1409600	0.1288675	0.1530525
Erdos-Renyi	12	0.6311600	0.6288057	0.6335143	0.1323600	0.1244950	0.1402250
Erdos-Renyi	13	0.6330000	0.6307941	0.6352059	0.1510400	0.1370210	0.1650590
Erdos-Renyi	14	0.6326200	0.6301814	0.6350586	0.1454400	0.1318025	0.1590775
Erdos-Renyi	15	0.6320800	0.6299257	0.6342343	0.1291000	0.1209161	0.1372839
Erdos-Renyi	16	0.6326800	0.6305298	0.6348302	0.1396200	0.1295255	0.1497145
Erdos-Renyi	17	0.6310800	0.6291297	0.6330303	0.1358600	0.1253899	0.1463301
Erdos-Renyi	18	0.6317400	0.6293048	0.6341752	0.1512200	0.1387692	0.1636708
Erdos-Renyi	19	0.6293200	0.6273150	0.6313250	0.1592400	0.1442658	0.1742142
Erdos-Renyi	20	0.6298400	0.6274787	0.6322013	0.1466600	0.1336420	0.1596780
