model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
HRG	1	0.2367400	0.2243475	0.2491325	0.2367400	0.2243475	0.2491325
HRG	2	0.2916600	0.2735679	0.3097521	0.2739400	0.2463146	0.3015654
HRG	3	0.3663200	0.3435167	0.3891233	0.2605400	0.2302117	0.2908683
HRG	4	0.4099000	0.3826121	0.4371879	0.2224200	0.1862128	0.2586272
HRG	5	0.4532600	0.4244198	0.4821002	0.2061600	0.1716769	0.2406431
HRG	6	0.4815000	0.4535217	0.5094783	0.1775200	0.1438050	0.2112350
HRG	7	0.4827200	0.4536799	0.5117601	0.1470200	0.1204055	0.1736345
HRG	8	0.4760800	0.4474376	0.5047224	0.1267600	0.1101320	0.1433880
HRG	9	0.4662400	0.4366929	0.4957871	0.1257400	0.1042962	0.1471838
HRG	10	0.4462400	0.4191701	0.4733099	0.1101000	0.0976191	0.1225809
HRG	11	0.4336400	0.4072573	0.4600227	0.1055400	0.0939379	0.1171421
HRG	12	0.4230800	0.3980871	0.4480729	0.0983800	0.0907158	0.1060442
HRG	13	0.4157000	0.3920463	0.4393537	0.1046800	0.0898644	0.1194956
HRG	14	0.4138600	0.3909620	0.4367580	0.1097800	0.0944885	0.1250715
HRG	15	0.4104200	0.3882194	0.4326206	0.0937000	0.0824716	0.1049284
HRG	16	0.4087800	0.3863728	0.4311872	0.1093800	0.0924111	0.1263489
HRG	17	0.4039600	0.3801559	0.4277641	0.0985800	0.0893504	0.1078096
HRG	18	0.4094200	0.3858888	0.4329512	0.0939800	0.0850165	0.1029435
HRG	19	0.4147200	0.3928032	0.4366368	0.1034000	0.0932698	0.1135302
HRG	20	0.4133800	0.3915240	0.4352360	0.1024600	0.0855673	0.1193527
