model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
BTER	1	0.0913600	0.0900138	0.0927062	0.0913600	0.0900138	0.0927062
BTER	2	0.1098400	0.1085416	0.1111384	0.0924200	0.0906015	0.0942385
BTER	3	0.1245800	0.1233154	0.1258446	0.0863400	0.0845256	0.0881544
BTER	4	0.1358000	0.1343094	0.1372906	0.0789600	0.0765561	0.0813639
BTER	5	0.1455600	0.1441383	0.1469817	0.0758800	0.0738601	0.0778999
BTER	6	0.1554200	0.1543612	0.1564788	0.0774800	0.0753686	0.0795914
BTER	7	0.1570000	0.1560618	0.1579382	0.0792200	0.0764246	0.0820154
BTER	8	0.1595600	0.1587257	0.1603943	0.0754000	0.0731149	0.0776851
BTER	9	0.1650600	0.1639111	0.1662089	0.0681800	0.0656716	0.0706884
BTER	10	0.1718800	0.1706639	0.1730961	0.0663000	0.0638070	0.0687930
BTER	11	0.1793400	0.1778925	0.1807875	0.0663800	0.0638622	0.0688978
BTER	12	0.1841600	0.1829201	0.1853999	0.0659400	0.0634615	0.0684185
BTER	13	0.1867000	0.1856709	0.1877291	0.0609800	0.0590478	0.0629122
BTER	14	0.1890600	0.1880951	0.1900249	0.0573800	0.0555401	0.0592199
BTER	15	0.1909800	0.1899569	0.1920031	0.0526400	0.0503228	0.0549572
BTER	16	0.1933200	0.1923810	0.1942590	0.0538800	0.0516864	0.0560736
BTER	17	0.2002800	0.1915353	0.2090247	0.0592400	0.0464362	0.0720438
BTER	18	0.2021600	0.1934565	0.2108635	0.0526600	0.0505957	0.0547243
BTER	19	0.2042000	0.1955826	0.2128174	0.0468000	0.0450219	0.0485781
BTER	20	0.2106000	0.1987047	0.2224953	0.0520800	0.0387552	0.0654048
